match_id,team_1,team_2,team_1_runs,team_2_runs,winner,venue,toss_winner,toss_decision,team_1_avg_runs,team_2_avg_runs,team_1_won_toss,team_1_batted_first,venue_encoded,team_1_won
995461,Sri Lanka,Australia,226,227,Australia,Rangiri Dambulla International Stadium,Sri Lanka,bat,229.3519313304721,246.49891540130153,1,1,209,0
995463,Sri Lanka,Australia,212,217,Australia,Rangiri Dambulla International Stadium,Sri Lanka,bat,229.3519313304721,246.49891540130153,1,1,209,0
995465,Sri Lanka,Australia,195,199,Australia,Pallekele International Cricket Stadium,Sri Lanka,bat,229.3519313304721,246.49891540130153,1,1,189,0
997993,Scotland,United Arab Emirates,327,229,Scotland,"Grange Cricket Club Ground, Raeburn Place",United Arab Emirates,field,216.5981308411215,199.61467889908258,0,1,91,1
997995,United Arab Emirates,Scotland,228,229,Scotland,"Grange Cricket Club Ground, Raeburn Place",United Arab Emirates,bat,199.61467889908258,216.5981308411215,1,1,91,0
1000887,Australia,Pakistan,268,176,Australia,"Brisbane Cricket Ground, Woolloongabba",Australia,bat,246.49891540130153,237.21428571428572,1,1,36,1
1000889,Australia,Pakistan,220,221,Pakistan,Melbourne Cricket Ground,Australia,bat,246.49891540130153,237.21428571428572,1,1,160,0
1000891,Pakistan,Australia,263,265,Australia,Western Australia Cricket Association Ground,Australia,field,237.21428571428572,246.49891540130153,0,1,296,0
1000893,Australia,Pakistan,353,267,Australia,Sydney Cricket Ground,Australia,bat,246.49891540130153,237.21428571428572,1,1,260,1
1000895,Australia,Pakistan,369,312,Australia,Adelaide Oval,Australia,bat,246.49891540130153,237.21428571428572,1,1,1,1
1001371,Australia,New Zealand,324,256,Australia,Sydney Cricket Ground,Australia,bat,246.49891540130153,234.99731903485255,1,1,260,1
1001373,Australia,New Zealand,378,262,Australia,Manuka Oval,New Zealand,field,246.49891540130153,234.99731903485255,0,1,152,1
1001375,Australia,New Zealand,264,147,Australia,Melbourne Cricket Ground,Australia,bat,246.49891540130153,234.99731903485255,1,1,160,1
1004283,Scotland,Hong Kong,153,136,Scotland,"Grange Cricket Club Ground, Raeburn Place",Hong Kong,field,216.5981308411215,181.41176470588235,0,1,91,1
1004285,Scotland,Hong Kong,266,213,Scotland,"Grange Cricket Club Ground, Raeburn Place",Scotland,bat,216.5981308411215,181.41176470588235,1,1,91,1
1007649,Zimbabwe,India,168,173,India,Harare Sports Club,India,field,204.35055350553506,247.694,0,1,102,0
1007651,Zimbabwe,India,126,129,India,Harare Sports Club,India,field,204.35055350553506,247.694,0,1,102,0
1007653,Zimbabwe,India,123,126,India,Harare Sports Club,Zimbabwe,bat,204.35055350553506,247.694,1,1,102,0
1019973,New Zealand,Bangladesh,341,264,New Zealand,Hagley Oval,New Zealand,bat,234.99731903485255,214.4063492063492,1,1,100,1
1019975,New Zealand,Bangladesh,251,184,New Zealand,Saxton Oval,Bangladesh,field,234.99731903485255,214.4063492063492,0,1,223,1
1019977,Bangladesh,New Zealand,236,239,New Zealand,Saxton Oval,Bangladesh,bat,214.4063492063492,234.99731903485255,1,1,223,0
1020013,New Zealand,Australia,286,280,New Zealand,Eden Park,Australia,field,234.99731903485255,246.49891540130153,0,1,79,1
1020017,New Zealand,Australia,281,257,New Zealand,Seddon Park,New Zealand,bat,234.99731903485255,246.49891540130153,1,1,226,1
1020031,New Zealand,South Africa,207,210,South Africa,Seddon Park,South Africa,field,234.99731903485255,246.04545454545453,0,1,226,0
1020033,New Zealand,South Africa,289,283,New Zealand,Hagley Oval,South Africa,field,234.99731903485255,246.04545454545453,0,1,100,1
1020035,South Africa,New Zealand,271,112,South Africa,Westpac Stadium,South Africa,bat,246.04545454545453,234.99731903485255,1,1,298,1
1020037,South Africa,New Zealand,279,280,New Zealand,Seddon Park,South Africa,bat,246.04545454545453,234.99731903485255,1,1,226,0
1020039,New Zealand,South Africa,149,150,South Africa,Eden Park,South Africa,field,234.99731903485255,246.04545454545453,0,1,79,0
1022347,Bangladesh,England,305,308,England,Kennington Oval,England,field,214.4063492063492,241.78454332552693,0,1,123,0
1022349,New Zealand,Australia,291,53,New Zealand,Edgbaston,New Zealand,bat,234.99731903485255,246.49891540130153,1,1,81,1
1022351,South Africa,Sri Lanka,299,203,South Africa,Kennington Oval,Sri Lanka,field,246.04545454545453,229.3519313304721,0,1,123,1
1022353,India,Pakistan,319,164,India,Edgbaston,Pakistan,field,247.694,237.21428571428572,0,1,81,1
1022355,Bangladesh,Australia,182,83,Bangladesh,Kennington Oval,Bangladesh,bat,214.4063492063492,246.49891540130153,1,1,123,1
1022357,England,New Zealand,310,223,England,Sophia Gardens,New Zealand,field,241.78454332552693,234.99731903485255,0,1,248,1
1022359,South Africa,Pakistan,219,119,South Africa,Edgbaston,South Africa,bat,246.04545454545453,237.21428571428572,1,1,81,1
1022361,India,Sri Lanka,321,322,Sri Lanka,Kennington Oval,Sri Lanka,field,247.694,229.3519313304721,0,1,123,0
1022363,New Zealand,Bangladesh,265,268,Bangladesh,Sophia Gardens,New Zealand,bat,234.99731903485255,214.4063492063492,1,1,248,0
1022365,Australia,England,277,240,Australia,Edgbaston,England,field,246.49891540130153,241.78454332552693,0,1,81,1
1022367,South Africa,India,191,193,India,Kennington Oval,India,field,246.04545454545453,247.694,0,1,123,0
1022369,Sri Lanka,Pakistan,236,237,Pakistan,Sophia Gardens,Pakistan,field,229.3519313304721,237.21428571428572,0,1,248,0
1022371,England,Pakistan,211,215,Pakistan,Sophia Gardens,Pakistan,field,241.78454332552693,237.21428571428572,0,1,248,0
1022373,Bangladesh,India,264,265,India,Edgbaston,India,field,214.4063492063492,247.694,0,1,81,0
1022375,Pakistan,India,338,158,Pakistan,Kennington Oval,India,field,237.21428571428572,247.694,0,1,123,1
1026847,Hong Kong,Papua New Guinea,269,163,Hong Kong,"Mission Road Ground, Mong Kok",Hong Kong,bat,181.41176470588235,185.98214285714286,1,1,161,1
1026849,Papua New Guinea,Hong Kong,201,187,Papua New Guinea,"Mission Road Ground, Mong Kok",Papua New Guinea,bat,185.98214285714286,181.41176470588235,1,1,161,1
1026851,Papua New Guinea,Hong Kong,244,181,Papua New Guinea,"Mission Road Ground, Mong Kok",Papua New Guinea,bat,185.98214285714286,181.41176470588235,1,1,161,1
1027315,England,West Indies,296,251,England,"Sir Vivian Richards Stadium, North Sound",West Indies,field,241.78454332552693,219.19893899204243,0,1,245,1
1027317,West Indies,England,225,226,England,"Sir Vivian Richards Stadium, North Sound",West Indies,bat,219.19893899204243,241.78454332552693,1,1,245,0
1027319,England,West Indies,328,142,England,"Kensington Oval, Bridgetown",West Indies,field,241.78454332552693,219.19893899204243,0,1,126,1
1029001,Ireland,England,126,127,England,County Ground,Ireland,bat,217.432,241.78454332552693,1,1,61,0
1029003,England,Ireland,328,243,England,Lord's,Ireland,field,241.78454332552693,217.432,0,1,133,1
1029819,England,Bangladesh,309,288,England,Shere Bangla National Stadium,England,bat,241.78454332552693,214.4063492063492,1,1,240,1
1029821,Bangladesh,England,238,204,Bangladesh,Shere Bangla National Stadium,England,field,214.4063492063492,241.78454332552693,0,1,240,1
1029823,Bangladesh,England,277,278,England,Zahur Ahmed Chowdhury Stadium,England,field,214.4063492063492,241.78454332552693,0,1,303,0
1030219,New Zealand,India,190,194,India,Himachal Pradesh Cricket Association Stadium,India,field,234.99731903485255,247.694,0,1,106,0
1030221,New Zealand,India,242,236,New Zealand,Feroz Shah Kotla,India,field,234.99731903485255,247.694,0,1,83,1
1030223,New Zealand,India,285,289,India,"Punjab Cricket Association Stadium, Mohali",India,field,234.99731903485255,247.694,0,1,195,0
1030225,New Zealand,India,260,241,New Zealand,JSCA International Stadium Complex,New Zealand,bat,234.99731903485255,247.694,1,1,116,1
1030227,India,New Zealand,269,79,India,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,India,bat,247.694,234.99731903485255,1,1,73,1
1031425,England,South Africa,339,267,England,Headingley,South Africa,field,241.78454332552693,246.04545454545453,0,1,104,1
1031427,England,South Africa,330,328,England,The Rose Bowl,South Africa,field,241.78454332552693,246.04545454545453,0,1,264,1
1031429,England,South Africa,153,156,South Africa,Lord's,South Africa,field,241.78454332552693,246.04545454545453,0,1,133,0
1031667,West Indies,England,204,210,England,Old Trafford,West Indies,bat,219.19893899204243,241.78454332552693,1,1,186,0
1031671,England,West Indies,369,245,England,County Ground,West Indies,field,241.78454332552693,219.19893899204243,0,1,61,1
1031673,West Indies,England,356,258,West Indies,Kennington Oval,England,field,219.19893899204243,241.78454332552693,0,1,123,1
1031675,West Indies,England,288,294,England,The Rose Bowl,England,field,219.19893899204243,241.78454332552693,0,1,264,0
1033363,New Zealand,Ireland,289,238,New Zealand,Malahide,Ireland,field,234.99731903485255,217.432,0,1,147,1
1033365,Bangladesh,New Zealand,257,258,New Zealand,Clontarf Cricket Club Ground,New Zealand,field,214.4063492063492,234.99731903485255,0,1,58,0
1033367,Ireland,Bangladesh,181,182,Bangladesh,Malahide,Bangladesh,field,217.432,214.4063492063492,0,1,147,0
1033369,New Zealand,Ireland,344,154,New Zealand,Malahide,Ireland,field,234.99731903485255,217.432,0,1,147,1
1033371,New Zealand,Bangladesh,270,271,Bangladesh,Clontarf Cricket Club Ground,Bangladesh,field,234.99731903485255,214.4063492063492,0,1,58,0
1034819,England,India,350,356,India,Maharashtra Cricket Association Stadium,India,field,241.78454332552693,247.694,0,1,144,0
1034821,India,England,381,366,India,Barabati Stadium,England,field,247.694,241.78454332552693,0,1,16,1
1034823,England,India,321,316,England,Eden Gardens,India,field,241.78454332552693,247.694,0,1,77,1
1050223,Pakistan,West Indies,284,175,Pakistan,Sharjah Cricket Stadium,West Indies,field,237.21428571428572,219.19893899204243,0,1,235,1
1050225,Pakistan,West Indies,337,278,Pakistan,Sharjah Cricket Stadium,Pakistan,bat,237.21428571428572,219.19893899204243,1,1,235,1
1050227,Pakistan,West Indies,308,172,Pakistan,Sheikh Zayed Stadium,Pakistan,bat,237.21428571428572,219.19893899204243,1,1,237,1
1059710,Zimbabwe,Sri Lanka,154,155,Sri Lanka,Harare Sports Club,Sri Lanka,field,204.35055350553506,229.3519313304721,0,1,102,0
1059711,West Indies,Sri Lanka,227,165,West Indies,Harare Sports Club,Sri Lanka,field,219.19893899204243,229.3519313304721,0,1,102,1
1059712,Zimbabwe,West Indies,257,257,West Indies,Queens Sports Club,Zimbabwe,bat,204.35055350553506,219.19893899204243,1,1,200,0
1059714,Sri Lanka,West Indies,330,329,Sri Lanka,Queens Sports Club,West Indies,field,229.3519313304721,219.19893899204243,0,1,200,1
1059715,Zimbabwe,West Indies,218,124,Zimbabwe,Queens Sports Club,Zimbabwe,bat,204.35055350553506,219.19893899204243,1,1,200,1
1059716,Zimbabwe,Sri Lanka,160,166,Sri Lanka,Queens Sports Club,Zimbabwe,bat,204.35055350553506,229.3519313304721,1,1,200,0
1068737,Papua New Guinea,United Arab Emirates,232,206,Papua New Guinea,Sheikh Zayed Stadium,Papua New Guinea,bat,185.98214285714286,199.61467889908258,1,1,237,1
1072310,Australia,England,304,308,England,Melbourne Cricket Ground,England,field,246.49891540130153,241.78454332552693,0,1,160,0
1072311,Australia,England,270,274,England,"Brisbane Cricket Ground, Woolloongabba",Australia,bat,246.49891540130153,241.78454332552693,1,1,36,0
1072312,England,Australia,302,286,England,Sydney Cricket Ground,Australia,field,241.78454332552693,246.49891540130153,0,1,260,1
1072313,England,Australia,196,197,Australia,Adelaide Oval,Australia,field,241.78454332552693,246.49891540130153,0,1,1,0
1072314,England,Australia,259,247,England,Perth Stadium,Australia,field,241.78454332552693,246.49891540130153,0,1,190,1
1075504,Bangladesh,South Africa,278,282,South Africa,Diamond Oval,Bangladesh,bat,214.4063492063492,246.04545454545453,1,1,70,0
1075505,South Africa,Bangladesh,353,249,South Africa,Boland Park,Bangladesh,field,246.04545454545453,214.4063492063492,0,1,30,1
1075506,South Africa,Bangladesh,369,169,South Africa,Buffalo Park,South Africa,bat,246.04545454545453,214.4063492063492,1,1,38,1
1077949,Pakistan,West Indies,308,309,West Indies,Providence Stadium,West Indies,field,237.21428571428572,219.19893899204243,0,1,191,0
1077950,Pakistan,West Indies,282,208,Pakistan,Providence Stadium,West Indies,field,237.21428571428572,219.19893899204243,0,1,191,1
1077951,West Indies,Pakistan,233,236,Pakistan,Providence Stadium,West Indies,bat,219.19893899204243,237.21428571428572,1,1,191,0
1078659,Scotland,Hong Kong,205,206,Hong Kong,Sheikh Zayed Stadium,Hong Kong,field,216.5981308411215,181.41176470588235,0,1,237,0
1078660,Scotland,United Arab Emirates,173,174,United Arab Emirates,Dubai International Cricket Stadium,Scotland,bat,216.5981308411215,199.61467889908258,1,1,75,0
1078661,Hong Kong,United Arab Emirates,174,175,United Arab Emirates,Dubai International Cricket Stadium,United Arab Emirates,field,181.41176470588235,199.61467889908258,0,1,75,0
1080630,Ireland,United Arab Emirates,270,185,Ireland,ICC Global Cricket Academy,United Arab Emirates,field,217.432,199.61467889908258,0,1,112,1
1080631,United Arab Emirates,Ireland,202,203,Ireland,ICC Global Cricket Academy,United Arab Emirates,bat,199.61467889908258,217.432,1,1,112,0
1083446,Bangladesh,Sri Lanka,324,234,Bangladesh,Rangiri Dambulla International Stadium,Sri Lanka,field,214.4063492063492,229.3519313304721,0,1,209,1
1083448,Sri Lanka,Bangladesh,280,210,Sri Lanka,Sinhalese Sports Club Ground,Bangladesh,field,229.3519313304721,214.4063492063492,0,1,243,1
1089183,United Arab Emirates,Papua New Guinea,251,148,United Arab Emirates,Sheikh Zayed Stadium,United Arab Emirates,bat,199.61467889908258,185.98214285714286,1,1,237,1
1089419,Scotland,Zimbabwe,317,272,Scotland,"Grange Cricket Club Ground, Raeburn Place",Scotland,bat,216.5981308411215,204.35055350553506,1,1,91,1
1089420,Scotland,Zimbabwe,169,171,Zimbabwe,"Grange Cricket Club Ground, Raeburn Place",Scotland,bat,216.5981308411215,204.35055350553506,1,1,91,0
1098207,India,West Indies,310,205,India,"Queen's Park Oval, Port of Spain",West Indies,field,247.694,219.19893899204243,0,1,197,1
1098208,India,West Indies,251,158,India,"Sir Vivian Richards Stadium, North Sound",West Indies,field,247.694,219.19893899204243,0,1,245,1
1098209,West Indies,India,189,178,West Indies,"Sir Vivian Richards Stadium, North Sound",West Indies,bat,219.19893899204243,247.694,1,1,245,1
1098210,West Indies,India,205,206,India,"Sabina Park, Kingston",West Indies,bat,219.19893899204243,247.694,1,1,216,0
1104478,Sri Lanka,Zimbabwe,316,322,Zimbabwe,Galle International Stadium,Sri Lanka,bat,229.3519313304721,204.35055350553506,1,1,87,0
1104479,Zimbabwe,Sri Lanka,155,158,Sri Lanka,Galle International Stadium,Sri Lanka,field,204.35055350553506,229.3519313304721,0,1,87,0
1104480,Zimbabwe,Sri Lanka,310,312,Sri Lanka,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Sri Lanka,field,204.35055350553506,229.3519313304721,0,1,146,0
1104481,Sri Lanka,Zimbabwe,300,219,Sri Lanka,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Sri Lanka,bat,229.3519313304721,204.35055350553506,1,1,146,1
1104482,Sri Lanka,Zimbabwe,203,204,Zimbabwe,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Zimbabwe,field,229.3519313304721,204.35055350553506,0,1,146,0
1109605,Sri Lanka,India,216,220,India,Rangiri Dambulla International Stadium,India,field,229.3519313304721,247.694,0,1,209,0
1109606,Sri Lanka,India,236,231,Sri Lanka,Pallekele International Cricket Stadium,India,field,229.3519313304721,247.694,0,1,189,1
1109607,Sri Lanka,India,217,218,India,Pallekele International Cricket Stadium,Sri Lanka,bat,229.3519313304721,247.694,1,1,189,0
1109608,India,Sri Lanka,375,207,India,"R.Premadasa Stadium, Khettarama",India,bat,247.694,229.3519313304721,1,1,206,1
1109609,Sri Lanka,India,238,239,India,"R.Premadasa Stadium, Khettarama",Sri Lanka,bat,229.3519313304721,247.694,1,1,206,0
1115775,England,New Zealand,284,287,New Zealand,Seddon Park,New Zealand,field,241.78454332552693,234.99731903485255,0,1,226,0
1115776,New Zealand,England,223,225,England,Bay Oval,England,field,234.99731903485255,241.78454332552693,0,1,22,0
1115777,England,New Zealand,234,230,England,Westpac Stadium,New Zealand,field,241.78454332552693,234.99731903485255,0,1,298,1
1115778,England,New Zealand,335,339,New Zealand,University Oval,New Zealand,field,241.78454332552693,234.99731903485255,0,1,280,0
1115779,New Zealand,England,223,229,England,Hagley Oval,England,field,234.99731903485255,241.78454332552693,0,1,100,0
1115795,West Indies,New Zealand,248,249,New Zealand,Cobham Oval (New),New Zealand,field,219.19893899204243,234.99731903485255,0,1,60,0
1115796,New Zealand,West Indies,325,121,New Zealand,Hagley Oval,West Indies,field,234.99731903485255,219.19893899204243,0,1,100,1
1115797,New Zealand,West Indies,131,99,New Zealand,Hagley Oval,New Zealand,bat,234.99731903485255,219.19893899204243,1,1,100,1
1115802,New Zealand,Pakistan,315,166,New Zealand,Basin Reserve,Pakistan,field,234.99731903485255,237.21428571428572,0,1,20,1
1115803,Pakistan,New Zealand,246,151,Pakistan,Saxton Oval,Pakistan,bat,237.21428571428572,234.99731903485255,1,1,223,1
