match_id,innings,batting_team,total_runs,wickets,ball_faced
455234,2,India,271,7,307
455235,1,Pakistan,385,7,306
455235,2,Bangladesh,246,5,307
455236,1,India,209,10,258
455236,2,Sri Lanka,211,3,228
455237,1,India,268,6,310
455237,2,Sri Lanka,187,10,278
456662,1,New Zealand,288,10,302
456662,2,India,88,10,182
456663,1,Sri Lanka,170,10,284
456663,2,India,171,4,214
456664,1,New Zealand,192,10,299
456664,2,Sri Lanka,195,7,253
456665,1,India,223,10,294
456665,2,New Zealand,118,10,189
456666,1,India,103,10,207
456666,2,Sri Lanka,104,2,96
456668,1,Sri Lanka,299,8,312
456668,2,India,225,10,293
461566,1,Pakistan,203,10,302
461566,2,South Africa,207,4,245
461567,1,South Africa,286,8,305
461567,2,Pakistan,289,9,306
461568,1,South Africa,228,9,308
461568,2,Pakistan,226,9,306
461569,1,South Africa,274,6,306
461569,2,Pakistan,275,9,312
461570,1,South Africa,317,5,304
461570,2,Pakistan,260,10,278
463143,1,South Africa,351,6,311
463143,2,Zimbabwe,287,6,306
463144,1,Zimbabwe,268,10,303
463144,2,South Africa,273,2,239
463145,1,South Africa,399,6,309
463145,2,Zimbabwe,127,10,176
463150,1,South Africa,289,9,303
463150,2,India,154,10,224
463151,1,India,190,10,287
463151,2,South Africa,189,10,259
463152,1,South Africa,220,10,300
463152,2,India,223,8,296
463153,1,South Africa,265,7,308
463153,2,India,142,6,199
463154,1,South Africa,250,9,281
463154,2,India,234,10,247
464529,1,Australia,289,3,301
464529,2,India,292,5,302
464720,1,Netherlands,125,10,287
464720,2,Ireland,129,1,126
464723,1,Ireland,175,9,211
464723,2,Canada,163,4,206
464990,1,West Indies,245,5,304
464991,1,West Indies,203,10,308
464991,2,Sri Lanka,199,2,265
464992,1,Sri Lanka,277,9,309
464992,2,West Indies,251,10,301
467883,1,India,276,10,303
467883,2,New Zealand,236,10,275
467884,1,New Zealand,258,8,306
467884,2,India,259,2,263
467885,1,New Zealand,224,9,311
467885,2,India,229,1,242
467886,1,New Zealand,315,7,307
467886,2,India,321,5,302
467887,1,New Zealand,103,10,164
467887,2,India,107,2,128
473315,1,Sri Lanka,203,3,266
473923,1,Pakistan,124,10,234
473923,2,New Zealand,125,1,110
473924,1,Pakistan,31,0,28
473925,1,Pakistan,293,7,305
473925,2,New Zealand,250,9,309
473926,1,New Zealand,262,7,317
473926,2,Pakistan,264,8,295
473927,1,Pakistan,268,9,305
473927,2,New Zealand,227,10,289
473928,1,New Zealand,311,7,309
473928,2,Pakistan,254,10,271
474467,1,England,229,8,199
474467,2,Sri Lanka,121,10,170
474468,1,Sri Lanka,309,5,310
474468,2,England,240,10,281
474469,1,England,246,7,305
474469,2,Sri Lanka,249,4,300
474470,1,Sri Lanka,174,10,267
474470,2,England,171,0,147
474471,1,England,268,9,307
474471,2,Sri Lanka,252,10,293
474477,1,India,274,8,303
474477,2,England,27,2,44
474478,1,India,187,8,142
474478,2,England,188,3,135
474479,1,India,234,7,309
474479,2,England,218,7,254
474480,1,India,280,5,310
474480,2,England,270,8,295
474481,1,India,304,6,306
474481,2,England,241,4,196
476596,1,Bangladesh,228,10,305
476596,2,New Zealand,200,8,227
476598,1,New Zealand,173,10,262
476598,2,Bangladesh,177,3,248
476599,1,Bangladesh,241,10,296
476599,2,New Zealand,232,10,300
476600,1,Bangladesh,174,10,275
476600,2,New Zealand,171,10,305
483126,1,England,201,8,256
483126,2,Ireland,117,8,142
486520,1,Zimbabwe,209,10,300
486520,2,Bangladesh,200,10,298
486522,1,Zimbabwe,191,10,283
486522,2,Bangladesh,194,4,243
486523,1,Bangladesh,246,7,309
486523,2,Zimbabwe,181,10,302
486526,1,Zimbabwe,188,6,306
486526,2,Bangladesh,189,4,263
489213,1,West Indies,221,6,320
489213,2,Pakistan,222,2,260
489214,1,West Indies,220,10,304
489214,2,Pakistan,223,3,293
489215,1,West Indies,171,10,266
489215,2,Pakistan,177,7,248
489216,1,Pakistan,248,9,306
489216,2,West Indies,154,4,184
489217,1,Pakistan,139,10,252
489217,2,West Indies,140,0,152
489221,1,West Indies,214,9,310
489221,2,India,217,6,273
489222,1,West Indies,240,9,309
489222,2,India,183,3,208
489223,1,West Indies,225,8,304
489223,2,India,228,7,288
489224,1,West Indies,249,8,311
489224,2,India,146,10,236
489225,1,India,251,10,301
489225,2,West Indies,255,4,302
503363,1,Australia,270,7,306
503363,2,Bangladesh,210,5,308
503364,1,Bangladesh,229,7,305
503364,2,Australia,232,1,158
503365,1,Australia,361,8,305
503365,2,Bangladesh,295,6,305
504779,1,Netherlands,180,9,304
504779,2,Scotland,162,5,235
514025,1,Australia,183,4,178
514025,2,South Africa,129,10,135
514026,1,South Africa,303,6,305
514026,2,Australia,223,10,302
514027,1,South Africa,222,6,307
514027,2,Australia,227,7,292
514035,1,South Africa,301,8,307
514035,2,Sri Lanka,43,10,125
514036,1,Sri Lanka,236,6,305
514036,2,South Africa,237,5,293
514037,1,Sri Lanka,266,9,308
514037,2,South Africa,179,5,206
514038,1,South Africa,299,7,305
514038,2,Sri Lanka,304,5,299
514039,1,South Africa,312,4,306
514039,2,Sri Lanka,314,8,308
516206,1,Sri Lanka,191,10,249
516206,2,Australia,192,3,231
516207,1,Sri Lanka,208,10,305
516207,2,Australia,211,2,237
516208,1,Sri Lanka,286,9,309
516208,2,Australia,208,10,275
516209,1,Sri Lanka,132,10,235
516209,2,Australia,133,5,170
516210,1,Australia,211,10,286
516210,2,Sri Lanka,213,6,297
518956,1,Australia,216,5,198
518956,2,India,151,10,183
518957,1,Sri Lanka,233,8,306
518957,2,India,234,6,282
518958,1,Australia,231,10,300
518958,2,Sri Lanka,226,10,304
518959,1,Australia,269,8,304
518959,2,India,270,6,305
518960,1,Sri Lanka,236,9,305
518960,2,India,236,9,305
518961,1,Australia,158,10,248
518961,2,Sri Lanka,152,2,150
518962,1,Australia,288,5,312
518962,2,India,178,10,273
518963,1,Sri Lanka,289,6,315
518963,2,India,238,10,279
518964,1,Australia,280,6,303
518964,2,Sri Lanka,283,7,300
518965,1,Australia,252,9,305
518965,2,India,165,10,248
518966,1,Sri Lanka,320,4,306
518966,2,India,321,3,225
518967,1,Sri Lanka,238,10,302
518967,2,Australia,229,10,305
518968,1,Australia,321,6,305
518968,2,Sri Lanka,306,10,307
518969,1,Australia,271,6,303
518969,2,Sri Lanka,274,2,276
518970,1,Australia,231,10,300
518970,2,Sri Lanka,215,10,298
520592,1,New Zealand,248,10,300
520592,2,Zimbabwe,158,10,250
520593,1,New Zealand,372,6,307
520593,2,Zimbabwe,231,8,308
520594,1,New Zealand,373,8,309
520594,2,Zimbabwe,171,10,267
520600,1,New Zealand,253,9,310
520600,2,South Africa,254,4,275
520601,1,New Zealand,230,10,290
520601,2,South Africa,231,4,232
520602,1,New Zealand,206,10,288
520602,2,South Africa,208,5,264
521218,1,India,300,7,313
521218,2,England,174,10,220
521219,1,England,237,10,300
521219,2,India,238,2,229
521220,1,England,298,4,302
521220,2,India,300,5,305
521221,1,England,220,10,282
521221,2,India,223,4,246
521222,1,India,271,8,304
521222,2,England,176,10,227
522246,1,Bangladesh,184,10,296
522246,2,Zimbabwe,186,6,252
522247,1,Bangladesh,188,10,289
522247,2,Zimbabwe,191,3,275
522248,1,Zimbabwe,250,7,303
522248,2,Bangladesh,245,10,298
522249,1,Zimbabwe,199,10,298
522249,2,Bangladesh,203,4,228
522250,1,Bangladesh,253,6,307
522250,2,Zimbabwe,160,9,234
523732,1,Pakistan,247,7,305
523732,2,Zimbabwe,242,7,306
523733,1,Zimbabwe,225,6,307
523733,2,Pakistan,228,0,261
523734,1,Pakistan,270,5,309
523734,2,Zimbabwe,242,9,305
523804,1,Ireland,328,6,302
523804,2,Canada,195,10,300
523805,1,Ireland,249,7,307
523805,2,Canada,193,10,289
527014,1,Zimbabwe,231,6,301
527014,2,New Zealand,232,1,270
527015,1,Zimbabwe,259,8,312
527015,2,New Zealand,261,6,294
527016,1,New Zealand,328,5,312
527016,2,Zimbabwe,329,9,304
530427,1,Sri Lanka,131,10,252
530427,2,Pakistan,132,2,140
530428,1,Sri Lanka,235,7,316
530428,2,Pakistan,210,10,286
530429,1,Pakistan,257,8,306
530429,2,Sri Lanka,236,10,303
530430,1,Pakistan,200,10,304
530430,2,Sri Lanka,174,10,279
530431,1,Sri Lanka,218,9,310
530431,2,Pakistan,219,7,292
531631,1,England,260,7,306
531631,2,Pakistan,130,10,214
531632,1,England,250,4,306
531632,2,Pakistan,230,10,303
531633,1,Pakistan,222,10,303
531633,2,England,226,1,230
531634,1,Pakistan,237,10,303
531634,2,England,241,6,303
531983,1,West Indies,298,5,304
531983,2,Bangladesh,258,7,309
531984,1,Bangladesh,220,10,298
531984,2,West Indies,221,2,263
531985,1,West Indies,61,10,134
531985,2,Bangladesh,62,2,120
534209,1,England,288,6,309
534209,2,West Indies,172,10,205
534210,1,West Indies,238,9,306
534210,2,England,239,2,277
534214,1,Ireland,36,3,65
534215,1,England,272,5,304
534215,2,Australia,257,9,307
534216,1,Australia,251,7,310
534216,2,England,252,4,283
534218,1,Australia,200,9,305
534218,2,England,201,2,293
534219,1,Australia,145,7,194
534219,2,England,138,3,167
534228,1,England,37,0,34
534229,1,South Africa,287,5,301
534229,2,England,207,10,245
534230,1,South Africa,211,10,281
534230,2,England,212,6,295
534231,1,South Africa,220,8,306
534231,2,England,224,4,293
534232,1,England,182,10,278
534232,2,South Africa,186,3,213
535794,1,Pakistan,262,8,305
535794,2,Bangladesh,241,10,293
535795,1,India,304,3,306
535795,2,Sri Lanka,254,10,277
535796,1,Sri Lanka,188,10,278
535796,2,Pakistan,189,4,243
535797,1,India,289,5,312
535797,2,Bangladesh,293,5,301
535798,1,Pakistan,329,6,311
535798,2,India,330,4,292
535799,1,Sri Lanka,232,10,307
535799,2,Bangladesh,212,5,230
535800,1,Pakistan,236,9,307
535800,2,Bangladesh,234,8,306
536929,1,West Indies,211,9,306
536929,2,India,213,9,308
536930,1,West Indies,269,9,308
536930,2,India,270,5,298
536931,1,West Indies,260,6,305
536931,2,India,244,10,287
536932,1,India,418,5,309
536932,2,West Indies,265,10,298
536933,1,India,267,7,304
536933,2,West Indies,233,10,274
538069,1,Bangladesh,91,10,186
538069,2,Pakistan,93,5,158
538070,1,Pakistan,262,7,315
538070,2,Bangladesh,186,7,309
538071,1,Pakistan,177,10,280
538071,2,Bangladesh,119,10,233
540168,1,Australia,204,8,305
540168,2,West Indies,140,10,197
540169,1,Australia,154,9,243
540169,2,West Indies,163,5,232
540170,1,Australia,220,10,303
540170,2,West Indies,220,10,305
540171,1,West Indies,294,7,310
540171,2,Australia,252,10,292
540172,1,Australia,281,9,307
540172,2,West Indies,251,10,290
543881,1,Ireland,200,10,288
543881,2,Kenya,201,3,268
543882,1,Ireland,237,9,307
543882,2,Kenya,120,10,217
560923,1,New Zealand,190,9,311
560923,2,West Indies,136,1,148
560924,1,West Indies,315,5,310
560924,2,New Zealand,260,10,291
560925,1,New Zealand,249,9,307
560925,2,West Indies,161,10,209
560926,1,West Indies,264,10,316
560926,2,New Zealand,240,10,305
560927,1,West Indies,241,9,309
560927,2,New Zealand,221,10,305
562439,1,Sri Lanka,135,8,264
562439,2,Pakistan,135,4,212
562440,1,Sri Lanka,280,4,305
562440,2,Pakistan,204,10,278
562441,1,Pakistan,12,2,38
562442,1,Sri Lanka,243,8,311
562442,2,Pakistan,199,10,281
562443,1,Pakistan,247,7,303
562443,2,Sri Lanka,248,8,309
564781,1,India,314,6,305
564781,2,Sri Lanka,293,9,315
564782,1,India,138,10,206
564782,2,Sri Lanka,139,1,130
564783,1,Sri Lanka,286,5,310
564783,2,India,288,5,302
564784,1,Sri Lanka,251,8,309
564784,2,India,255,4,260
564785,1,India,294,7,305
564785,2,Sri Lanka,274,10,283
565812,1,England,325,4,312
565812,2,India,316,9,308
565813,1,India,285,6,305
565813,2,England,158,10,220
565814,1,England,155,10,263
565814,2,India,157,3,174
565815,1,England,257,7,304
565815,2,India,258,5,290
565816,1,India,226,10,304
565816,2,England,227,3,291
566923,1,England,227,9,307
566923,2,New Zealand,231,5,290
566924,1,New Zealand,359,3,305
566924,2,England,273,10,272
566925,1,England,287,6,308
566925,2,New Zealand,253,10,287
566940,1,Ireland,269,7,309
566940,2,England,274,4,261
566942,1,Australia,315,7,303
566942,2,England,227,10,272
566943,1,England,59,3,94
566944,1,Australia,227,10,293
566944,2,England,231,7,301
566945,1,Australia,298,10,304
566945,2,England,249,10,294
566946,1,South Africa,175,10,238
566946,2,England,179,3,229
566947,1,Sri Lanka,181,8,307
566947,2,India,182,2,215
566948,1,India,129,7,124
566948,2,England,124,8,124
567358,1,South Africa,208,10,288
567358,2,New Zealand,209,9,291
567359,1,New Zealand,279,8,305
567359,2,South Africa,252,10,300
567360,1,New Zealand,260,9,312
567360,2,South Africa,264,9,305
567368,1,South Africa,315,4,306
567368,2,Pakistan,190,10,222
567369,1,South Africa,191,10,269
567369,2,Pakistan,192,4,239
567370,1,South Africa,343,5,313
567370,2,Pakistan,309,10,297
567371,1,South Africa,234,9,305
567371,2,Pakistan,236,7,305
567372,1,Pakistan,205,10,307
567372,2,South Africa,208,4,271
569240,1,England,258,10,303
569240,2,New Zealand,259,7,299
569241,1,New Zealand,269,10,297
569241,2,England,270,2,289
569242,1,New Zealand,185,10,271
569242,2,England,186,5,229
571145,1,Pakistan,198,10,274
571145,2,Australia,199,6,295
571146,1,Australia,248,9,310
571146,2,Pakistan,249,3,275
571147,1,Pakistan,244,7,311
571147,2,Australia,250,7,285
573014,1,Australia,305,5,305
573014,2,Sri Lanka,198,10,249
573015,1,Australia,170,10,285
573015,2,Sri Lanka,172,2,243
573016,1,Australia,74,10,163
573016,2,Sri Lanka,75,6,124
573017,1,Australia,222,9,302
573017,2,Sri Lanka,14,0,21
573018,1,Australia,247,5,302
573018,2,Sri Lanka,215,10,298
573022,1,West Indies,70,10,149
573022,2,Australia,71,1,58
573023,1,Australia,266,7,309
573023,2,West Indies,212,10,240
573024,1,Australia,329,7,305
573024,2,West Indies,290,10,292
573025,1,West Indies,220,10,307
573025,2,Australia,221,5,279
573026,1,Australia,274,5,307
573026,2,West Indies,257,10,308
578614,1,India,331,7,309
578614,2,South Africa,305,10,308
578615,1,Pakistan,170,10,293
578615,2,West Indies,172,8,251
578616,1,England,269,6,307
578616,2,Australia,221,9,302
578617,1,Sri Lanka,138,10,229
578617,2,New Zealand,139,9,223
578618,1,South Africa,234,9,305
578618,2,Pakistan,167,10,274
578619,1,West Indies,233,9,302
578619,2,India,236,2,240
578620,1,Australia,243,8,307
578620,2,New Zealand,51,2,91
578621,1,England,293,7,303
578621,2,Sri Lanka,297,3,290
578622,1,South Africa,230,6,195
578622,2,West Indies,190,6,160
578623,1,Pakistan,165,10,240
578623,2,India,102,2,118
578624,1,England,169,10,146
578624,2,New Zealand,159,8,152
578625,1,Sri Lanka,253,8,306
578625,2,Australia,233,10,268
582188,1,New Zealand,250,6,306
582188,2,Sri Lanka,118,3,143
582189,1,New Zealand,188,6,204
582189,2,Sri Lanka,200,3,192
582190,1,New Zealand,131,8,197
582190,2,Sri Lanka,131,3,169
582191,1,Sri Lanka,123,8,174
587471,1,West Indies,199,10,287
587471,2,Bangladesh,201,3,248
587472,1,Bangladesh,292,6,310
587472,2,West Indies,132,10,193
587473,1,Bangladesh,227,10,310
587473,2,West Indies,228,6,289
587474,1,West Indies,211,9,312
587474,2,Bangladesh,136,10,218
587475,1,West Indies,217,10,298
587475,2,Bangladesh,221,8,280
589308,1,India,227,6,307
589308,2,Pakistan,228,4,293
589309,1,Pakistan,250,10,296
589309,2,India,165,10,297
589310,1,India,167,10,270
589310,2,Pakistan,157,10,299
592266,1,Canada,227,8,309
592266,2,Kenya,228,4,297
593983,1,West Indies,337,4,304
593983,2,Zimbabwe,181,9,312
593985,1,Zimbabwe,211,9,308
593985,2,West Indies,215,5,284
597923,1,Sri Lanka,208,10,295
597923,2,West Indies,209,4,231
597924,1,India,229,7,311
597924,2,West Indies,230,9,291
597925,1,Sri Lanka,348,1,312
597925,2,India,187,10,273
597926,1,India,311,7,313
597926,2,West Indies,171,10,213
597927,1,Sri Lanka,219,8,261
597927,2,West Indies,190,9,251
597928,1,India,119,3,179
597928,2,Sri Lanka,96,10,153
597929,1,Sri Lanka,201,10,298
597929,2,India,203,9,305
601077,1,Pakistan,231,7,303
601077,2,Scotland,135,10,242
601612,1,Pakistan,266,5,290
601612,2,Ireland,275,5,289
601613,1,Ireland,229,9,314
601613,2,Pakistan,230,8,301
602474,1,Bangladesh,259,8,307
602474,2,Sri Lanka,238,2,219
602475,1,Sri Lanka,33,0,31
602476,1,Sri Lanka,302,9,311
602476,2,Bangladesh,184,7,161
623573,1,Bangladesh,269,8,317
623573,2,Zimbabwe,148,10,200
623574,1,Bangladesh,252,9,307
623574,2,Zimbabwe,253,4,292
623575,1,Bangladesh,247,9,311
623575,2,Zimbabwe,251,3,289
631138,1,Ireland,236,10,305
631138,2,Netherlands,148,10,219
635653,1,Sri Lanka,320,5,315
635653,2,South Africa,140,10,193
635654,1,Sri Lanka,223,9,312
635654,2,South Africa,104,5,130
635655,1,South Africa,223,7,302
635655,2,Sri Lanka,167,10,266
635656,1,South Africa,238,10,292
635656,2,Sri Lanka,239,2,278
635657,1,Sri Lanka,307,4,308
635657,2,South Africa,179,10,270
636159,1,England,269,7,303
636159,2,Australia,270,4,284
636160,1,England,300,8,312
636160,2,Australia,301,9,307
636161,1,England,243,9,303
636161,2,Australia,244,3,245
636162,1,England,316,8,316
636162,2,Australia,259,10,295
636163,1,Australia,217,9,304
636163,2,England,212,10,304
636533,1,West Indies,269,6,311
636533,2,England,254,6,309
636534,1,West Indies,159,10,271
636534,2,England,163,7,274
636535,1,England,303,6,308
636535,2,West Indies,278,10,291
643665,1,Zimbabwe,228,7,304
643665,2,India,230,4,275
643667,1,India,294,8,319
643667,2,Zimbabwe,236,9,307
643669,1,Zimbabwe,183,10,284
643669,2,India,187,3,220
643675,1,Zimbabwe,144,10,260
643675,2,India,145,1,187
643677,1,Zimbabwe,163,10,245
643677,2,India,167,3,211
645635,1,Pakistan,224,9,315
645635,2,West Indies,98,10,254
645637,1,West Indies,232,8,313
645637,2,Pakistan,195,10,294
645639,1,Pakistan,229,6,307
645639,2,West Indies,229,9,312
645641,1,West Indies,261,7,304
645641,2,Pakistan,189,4,184
645643,1,West Indies,242,7,305
645643,2,Pakistan,243,6,307
647249,1,Australia,304,8,300
647249,2,India,232,10,303
647251,1,Australia,359,5,304
647251,2,India,362,1,270
647253,1,India,303,9,307
647253,2,Australia,304,6,305
647255,1,Australia,295,8,302
647255,2,India,27,0,25
647259,1,Australia,350,6,306
647259,2,India,351,4,305
647261,1,India,383,6,305
647261,2,Australia,326,10,274
648651,1,South Africa,358,4,305
648651,2,India,217,10,266
648653,1,South Africa,280,6,300
648653,2,India,146,10,220
648655,1,South Africa,301,8,303
649091,1,South Africa,183,10,303
649091,2,Pakistan,182,10,288
649093,1,Pakistan,209,10,308
649093,2,South Africa,143,10,248
649095,1,South Africa,259,8,304
649095,2,Pakistan,191,10,275
649097,1,South Africa,266,5,300
649097,2,Pakistan,238,10,303
649099,1,South Africa,268,7,305
649099,2,Pakistan,151,10,223
656399,1,New Zealand,331,6,311
656399,2,Sri Lanka,233,10,288
656401,1,Australia,342,9,303
656401,2,England,231,10,258
656403,1,South Africa,339,4,314
656403,2,Zimbabwe,277,10,299
656405,1,India,300,7,304
656405,2,Pakistan,224,10,293
656407,1,West Indies,304,7,309
656407,2,Ireland,307,6,280
656409,1,Scotland,142,10,223
656409,2,New Zealand,146,7,154
656413,1,United Arab Emirates,285,7,312
656413,2,Zimbabwe,286,6,298
656415,1,England,123,10,207
656415,2,New Zealand,125,2,78
656417,1,West Indies,310,7,307
656417,2,Pakistan,160,10,240
656423,1,India,307,7,308
656423,2,South Africa,177,10,248
656425,1,England,303,8,316
656425,2,Scotland,184,10,256
656427,1,West Indies,372,2,320
656427,2,Zimbabwe,289,10,281
656429,1,United Arab Emirates,278,9,312
656429,2,Ireland,279,8,300
656433,1,Sri Lanka,332,1,308
656433,2,Bangladesh,240,10,288
656435,1,South Africa,408,5,312
656435,2,West Indies,151,10,202
656437,1,Australia,151,10,200
656437,2,New Zealand,152,9,146
656439,1,United Arab Emirates,102,10,197
656439,2,India,104,1,113
656441,1,England,309,6,307
656441,2,Sri Lanka,312,1,287
656443,1,Pakistan,235,7,317
656443,2,Zimbabwe,215,10,308
656445,1,South Africa,411,4,310
656445,2,Ireland,210,10,275
656447,1,Pakistan,339,6,309
656447,2,United Arab Emirates,210,8,311
656451,1,Scotland,318,8,306
656451,2,Bangladesh,322,4,298
656453,1,West Indies,182,10,282
656453,2,India,185,6,253
656455,1,Pakistan,222,10,286
656455,2,South Africa,202,10,208
656457,1,Ireland,331,8,311
656457,2,Zimbabwe,326,10,300
656461,1,Australia,376,9,304
656461,2,Sri Lanka,312,10,282
656463,1,Bangladesh,275,7,309
656463,2,England,260,10,292
656465,1,Ireland,259,10,303
656465,2,India,260,2,230
656467,1,Sri Lanka,363,9,309
656467,2,Scotland,215,10,266
656469,1,South Africa,341,6,310
656469,2,United Arab Emirates,195,9,294
656471,1,Bangladesh,288,7,304
656471,2,New Zealand,290,7,297
656475,1,Zimbabwe,287,10,300
656475,2,India,288,4,305
656477,1,Scotland,130,10,159
656477,2,Australia,133,3,95
656479,1,United Arab Emirates,175,10,296
656479,2,West Indies,176,4,186
656481,1,Ireland,237,10,310
656481,2,Pakistan,241,3,287
656483,1,Sri Lanka,133,10,232
656483,2,South Africa,134,1,119
656485,1,India,302,6,305
656485,2,Bangladesh,193,10,278
656487,1,Pakistan,213,10,304
656487,2,Australia,216,4,212
656489,1,New Zealand,393,6,307
656489,2,West Indies,250,10,189
656491,1,South Africa,281,5,267
656491,2,New Zealand,299,6,262
656493,1,Australia,328,7,306
656493,2,India,233,10,288
656495,1,New Zealand,183,10,276
656495,2,Australia,186,3,205
657637,1,Pakistan,322,5,303
657637,2,Sri Lanka,311,10,302
657639,1,Pakistan,284,4,308
657639,2,Sri Lanka,287,8,305
657641,1,Pakistan,326,5,306
657641,2,Sri Lanka,213,10,271
657643,1,Sri Lanka,225,10,299
657643,2,Pakistan,226,2,248
657645,1,Pakistan,232,10,307
657645,2,Sri Lanka,235,8,303
659549,1,Pakistan,244,7,309
659549,2,Zimbabwe,246,3,293
659551,1,Pakistan,299,4,313
659551,2,Zimbabwe,209,10,260
659553,1,Pakistan,260,6,310
659553,2,Zimbabwe,152,10,245
660825,1,Netherlands,143,10,174
660825,2,Canada,62,1,64
660827,1,Canada,67,10,162
660827,2,Netherlands,70,1,68
660837,1,Scotland,223,9,313
660837,2,Ireland,225,9,305
661685,1,New Zealand,156,10,256
661685,2,West Indies,157,8,180
661689,1,New Zealand,283,4,128
661689,2,West Indies,124,5,128
661691,1,New Zealand,285,6,307
661691,2,West Indies,134,5,203
661693,1,West Indies,363,4,311
661693,2,New Zealand,160,10,182
667641,1,New Zealand,292,7,306
667641,2,India,268,10,304
667643,1,New Zealand,271,7,259
667643,2,India,277,9,256
667645,1,New Zealand,314,10,307
667645,2,India,314,9,314
667647,1,India,278,5,306
667647,2,New Zealand,280,3,293
667649,1,New Zealand,303,5,305
667649,2,India,216,10,303
667723,1,India,304,6,317
667723,2,England,161,10,231
667725,1,England,227,10,303
667725,2,India,228,4,264
667727,1,England,206,10,304
667727,2,India,212,1,186
667729,1,England,294,7,305
667729,2,India,253,10,297
667889,1,England,247,6,239
667889,2,Sri Lanka,144,10,175
667891,1,Sri Lanka,256,8,315
667891,2,England,99,10,163
667893,1,Sri Lanka,67,10,148
667893,2,England,73,0,75
667895,1,Sri Lanka,300,9,313
667895,2,England,293,8,304
667897,1,England,219,10,299
667897,2,Sri Lanka,222,4,300
668953,1,Bangladesh,265,10,309
668953,2,New Zealand,162,9,180
668955,1,Bangladesh,247,10,300
668955,2,New Zealand,207,10,286
668957,1,New Zealand,307,5,302
668957,2,Bangladesh,309,6,308
668961,1,Sri Lanka,288,9,309
668961,2,New Zealand,13,1,28
668963,1,Sri Lanka,138,1,143
668963,2,New Zealand,203,6,141
668965,1,Sri Lanka,211,8,208
668965,2,New Zealand,126,6,154
676529,1,West Indies,211,10,299
676529,2,India,212,4,222
676531,1,India,288,7,309
676531,2,West Indies,289,8,300
676533,1,West Indies,263,5,304
676533,2,India,266,5,282
684679,1,England,167,6,124
684679,2,Scotland,133,9,121
685731,1,Pakistan,218,9,305
685731,2,South Africa,195,10,291
685733,1,Pakistan,262,10,279
685733,2,South Africa,261,6,273
685735,1,Pakistan,179,10,290
685735,2,South Africa,181,6,234
690355,1,Sri Lanka,180,10,249
690355,2,Bangladesh,167,10,239
690357,1,Sri Lanka,289,6,304
690357,2,Bangladesh,228,10,265
690359,1,Bangladesh,240,8,307
690359,2,Sri Lanka,246,4,288
696731,1,Scotland,341,9,307
696731,2,Canada,171,10,254
696733,1,Netherlands,265,6,303
696733,2,Kenya,266,6,218
696747,1,Canada,210,10,305
696747,2,Netherlands,212,2,228
696759,1,Kenya,260,10,312
696759,2,Scotland,261,7,301
702139,1,Ireland,202,10,305
702139,2,West Indies,205,6,224
706767,1,Sri Lanka,219,8,311
706767,2,Ireland,140,10,243
710291,1,Sri Lanka,296,6,306
710291,2,Pakistan,284,10,297
710293,1,Bangladesh,279,7,310
710293,2,India,280,4,304
710297,1,India,264,9,306
710297,2,Sri Lanka,265,8,297
710301,1,India,245,8,305
710301,2,Pakistan,249,9,304
710305,1,Bangladesh,326,3,310
710305,2,Pakistan,329,7,307
710309,1,Bangladesh,204,9,305
710309,2,Sri Lanka,208,7,299
710311,1,Pakistan,260,5,304
710311,2,Sri Lanka,261,5,284
722339,1,South Africa,279,8,299
722339,2,West Indies,164,10,174
722341,1,South Africa,439,2,305
722341,2,West Indies,291,7,312
722343,1,West Indies,122,10,203
722343,2,South Africa,124,1,150
722345,1,South Africa,262,8,309
722345,2,West Indies,266,9,306
722347,1,South Africa,361,5,267
722347,2,West Indies,230,10,236
727919,1,Australia,255,8,306
727919,2,Pakistan,162,10,226
727921,1,Pakistan,215,10,305
727921,2,Australia,217,5,268
727923,1,Australia,231,9,302
727923,2,Pakistan,230,10,310
727935,1,Scotland,172,10,253
727935,2,Ireland,173,3,228
727937,1,Scotland,221,10,303
727937,2,Ireland,225,7,279
727939,1,Ireland,241,9,305
727939,2,Scotland,243,2,278
730083,1,South Africa,304,5,308
730083,2,Sri Lanka,229,10,249
730085,1,Sri Lanka,267,10,307
730085,2,South Africa,180,10,237
730087,1,South Africa,339,5,305
730087,2,Sri Lanka,257,10,282
730287,1,Bangladesh,217,9,309
730287,2,West Indies,219,7,239
730289,1,West Indies,247,7,308
730289,2,Bangladesh,70,10,153
730291,1,West Indies,338,7,306
730291,2,Bangladesh,247,8,311
736437,1,South Africa,309,3,308
736437,2,Zimbabwe,216,10,304
736439,1,South Africa,257,10,304
736439,2,Zimbabwe,196,10,302
736441,1,Zimbabwe,165,10,250
736441,2,South Africa,171,3,170
736443,1,Australia,350,6,309
736443,2,Zimbabwe,152,10,243
736445,1,Australia,327,7,311
736445,2,South Africa,328,3,290
736447,1,South Africa,231,10,307
736447,2,Zimbabwe,170,10,237
736449,1,Australia,209,9,303
736449,2,Zimbabwe,211,7,301
736451,1,Australia,282,7,305
736451,2,South Africa,220,10,270
736453,1,South Africa,271,6,306
736453,2,Zimbabwe,208,10,295
736455,1,Australia,217,9,306
736455,2,South Africa,221,4,248
736511,1,Hong Kong,157,10,277
736511,2,United Arab Emirates,158,8,300
742619,1,New Zealand,246,7,309
742619,2,Pakistan,250,7,305
742621,1,Pakistan,252,10,301
