match_id,innings,batting_team,total_runs,wickets,ball_faced
251494,1,Australia,148,10,303
251494,2,New Zealand,149,0,165
251495,1,Australia,336,4,308
251495,2,New Zealand,340,5,300
251496,1,Australia,346,5,303
251496,2,New Zealand,350,9,308
255961,1,Zimbabwe,201,7,312
255961,2,South Africa,202,5,276
256607,1,India,309,5,313
256607,2,West Indies,141,2,134
256608,1,Australia,244,10,301
256608,2,India,35,5,52
256610,1,Australia,272,6,306
256610,2,West Indies,273,7,309
256612,1,India,162,10,254
256612,2,West Indies,146,10,254
256614,1,Australia,213,10,301
256614,2,India,195,10,275
256615,1,Australia,240,6,309
256615,2,West Indies,113,10,215
256665,1,India,11,0,22
257470,1,South Africa,418,5,308
257470,2,Zimbabwe,247,4,309
257769,1,West Indies,151,10,305
257769,2,Pakistan,154,8,301
257770,1,West Indies,207,7,295
257770,2,Pakistan,192,3,215
257771,1,Pakistan,209,10,316
257771,2,West Indies,212,3,228
257772,1,West Indies,238,7,312
257772,2,Pakistan,239,3,288
258465,1,England,225,10,308
258465,2,West Indies,146,10,244
258466,1,West Indies,278,5,311
258466,2,England,217,10,289
258467,1,West Indies,289,5,311
258467,2,England,196,10,278
258471,1,England,288,2,303
258471,2,India,184,10,310
258472,1,India,329,7,316
258472,2,England,320,8,316
258473,1,England,281,8,310
258473,2,India,239,10,294
258474,1,India,212,10,303
258474,2,England,213,7,298
258475,1,India,324,6,308
258475,2,England,242,8,241
258476,1,England,316,6,306
258476,2,India,317,8,303
258477,1,India,187,10,289
258477,2,England,188,3,223
259384,1,Bermuda,235,8,317
259384,2,Canada,239,5,295
259389,1,Netherlands,91,10,172
259389,2,Bermuda,94,4,107
259390,1,Bermuda,178,9,307
259390,2,Canada,179,7,256
259391,1,Canada,223,8,316
259391,2,Netherlands,205,9,256
259793,1,Zimbabwe,152,10,305
259793,2,South Africa,156,4,168
264068,1,Zimbabwe,217,7,313
264068,2,Bangladesh,218,4,266
264069,1,Bangladesh,220,10,309
264069,2,Zimbabwe,194,10,309
264070,1,Zimbabwe,146,10,301
264070,2,Bangladesh,147,2,200
264071,1,Zimbabwe,193,8,307
264071,2,Bangladesh,197,7,316
267386,1,Canada,162,8,131
267386,2,Bermuda,106,10,98
267387,1,Bermuda,194,10,287
267387,2,Netherlands,198,2,267
267389,1,Scotland,254,8,313
267389,2,Kenya,177,10,279
267391,1,Kenya,250,9,318
267391,2,Canada,92,10,96
267708,1,India,268,10,299
267708,2,West Indies,270,7,277
267709,1,India,341,3,309
267709,2,West Indies,181,10,254
267710,1,Sri Lanka,102,3,112
267712,1,Sri Lanka,257,8,307
267712,2,India,252,9,316
267713,1,Sri Lanka,259,7,295
267713,2,India,263,3,255
267715,1,Sri Lanka,230,8,311
267715,2,India,233,5,287
275789,1,Scotland,203,9,293
275789,2,India,212,3,246
282688,1,Bangladesh,250,7,293
282688,2,India,251,5,283
282689,1,India,284,8,307
282689,2,Bangladesh,238,9,304
289107,1,Asia XI,317,9,310
289107,2,Africa XI,283,10,291
289108,1,Asia XI,337,7,318
289108,2,Africa XI,306,10,306
289110,1,Asia XI,331,8,306
289110,2,Africa XI,318,7,307
291217,1,Sri Lanka,269,7,308
291217,2,England,150,10,215
291218,1,England,234,8,305
291218,2,Sri Lanka,169,10,269
291220,1,Sri Lanka,211,9,311
291220,2,England,212,5,288
291221,1,Sri Lanka,211,10,297
291221,2,England,104,10,178
291345,1,New Zealand,254,7,309
291345,2,Australia,255,3,259
291346,1,New Zealand,30,3,40
291347,1,Australia,282,6,302
291347,2,New Zealand,168,10,210
291359,1,India,194,10,276
291359,2,Australia,51,3,49
291360,1,India,267,4,304
291361,1,Australia,253,6,302
291361,2,Sri Lanka,125,10,194
291362,1,Australia,159,10,270
291362,2,India,160,5,280
291364,1,Australia,236,10,303
291364,2,Sri Lanka,173,10,277
291365,1,Australia,203,9,308
291365,2,India,153,10,255
291366,1,Sri Lanka,238,6,305
291366,2,India,239,8,303
291367,1,Australia,184,7,303
291367,2,Sri Lanka,77,4,178
291368,1,Australia,317,7,307
291368,2,India,299,10,306
291369,1,Sri Lanka,179,10,289
291369,2,India,180,3,198
291370,1,Sri Lanka,221,10,309
291370,2,Australia,208,10,295
291371,1,Australia,239,8,307
291371,2,India,242,4,283
291372,1,India,258,9,312
291372,2,Australia,249,10,305
293071,1,Ireland,193,10,317
293071,2,India,171,1,216
293072,1,South Africa,173,4,191
293072,2,Ireland,131,10,191
293076,1,India,242,8,306
293076,2,South Africa,245,6,305
293077,1,South Africa,226,6,306
293077,2,India,227,4,301
293078,1,South Africa,148,7,186
293078,2,India,152,4,189
293481,1,Sri Lanka,234,6,306
293481,2,Bangladesh,164,10,249
293482,1,Bangladesh,137,10,293
293482,2,Sri Lanka,141,5,197
293483,1,Sri Lanka,196,10,245
293483,2,Bangladesh,157,10,238
295785,1,Scotland,71,5,137
295788,1,Ireland,84,4,108
296685,1,Canada,230,10,306
296685,2,Kenya,233,6,300
296687,1,Canada,189,10,290
296687,2,Kenya,193,6,267
296904,1,England,307,5,311
296904,2,New Zealand,193,10,260
296905,1,England,162,10,147
296905,2,New Zealand,127,2,117
296906,1,New Zealand,182,10,307
296906,2,England,160,10,287
296907,1,England,245,10,307
296907,2,New Zealand,246,9,307
296908,1,New Zealand,266,5,307
296908,2,England,215,10,296
296914,1,England,275,4,307
296914,2,South Africa,255,10,308
296915,1,South Africa,83,10,142
296915,2,England,85,0,91
296916,1,England,296,7,314
296916,2,South Africa,170,10,257
296917,1,South Africa,183,6,196
296917,2,England,137,3,112
296918,1,South Africa,6,1,18
297793,1,Australia,307,7,313
297793,2,India,9,1,17
297794,1,Australia,306,6,308
297794,2,India,222,10,297
297795,1,Australia,290,7,309
297795,2,India,243,10,295
297796,1,India,291,4,316
297796,2,Australia,283,7,313
297797,1,India,148,10,248
297797,2,Australia,149,1,156
297798,1,Australia,317,8,305
297798,2,India,299,7,308
297799,1,Australia,193,10,267
297799,2,India,195,8,292
297801,1,Pakistan,239,7,305
297801,2,India,242,5,289
297802,1,India,321,9,324
297802,2,Pakistan,322,6,316
297803,1,India,294,6,316
297803,2,Pakistan,248,10,292
297804,1,Pakistan,255,6,301
297804,2,India,260,4,283
297805,1,Pakistan,306,6,315
297805,2,India,275,10,309
298796,1,New Zealand,248,6,306
298796,2,South Africa,249,8,310
298797,1,South Africa,209,9,306
298797,2,New Zealand,210,3,236
298798,1,New Zealand,238,8,309
298798,2,South Africa,242,5,275
298805,1,West Indies,175,10,223
298805,2,South Africa,176,4,214
298806,1,South Africa,255,9,305
298806,2,West Indies,169,10,295
298807,1,West Indies,252,7,309
298807,2,South Africa,256,3,299
298808,1,West Indies,263,9,303
298808,2,South Africa,266,5,294
298809,1,West Indies,295,7,315
298809,2,South Africa,211,2,186
299006,1,South Africa,294,5,311
299006,2,Pakistan,249,10,283
299007,1,Pakistan,265,9,307
299007,2,South Africa,240,10,315
299008,1,South Africa,197,10,301
299008,2,Pakistan,202,4,294
299009,1,Pakistan,230,9,306
299009,2,South Africa,233,3,234
299010,1,South Africa,233,9,310
299010,2,Pakistan,219,10,285
300426,1,Bangladesh,201,10,284
300426,2,New Zealand,203,4,258
300427,1,New Zealand,335,5,306
300427,2,Bangladesh,181,6,263
300428,1,Bangladesh,93,10,230
300428,2,New Zealand,95,0,39
300437,1,England,130,10,303
300437,2,New Zealand,131,4,181
300438,1,England,158,10,214
300438,2,New Zealand,165,0,111
300439,1,New Zealand,234,9,304
300439,2,England,229,4,267
300440,1,England,340,6,306
300440,2,New Zealand,340,7,311
300441,1,England,242,7,302
300441,2,New Zealand,213,6,227
300486,1,Zimbabwe,206,10,311
300486,2,South Africa,210,5,286
300487,1,Zimbabwe,247,7,310
300487,2,South Africa,251,2,245
300488,1,South Africa,323,9,310
300488,2,Zimbabwe,295,7,304
313992,1,Bermuda,174,10,261
313992,2,Kenya,175,2,174
313993,1,Bermuda,183,9,304
313993,2,Kenya,187,7,268
313994,1,Bermuda,167,10,292
313994,2,Kenya,169,9,219
317578,1,Zimbabwe,274,8,309
317578,2,West Indies,244,8,304
317579,1,West Indies,286,10,311
317579,2,Zimbabwe,176,10,278
317581,1,Zimbabwe,232,9,304
317581,2,West Indies,234,5,288
319134,1,Sri Lanka,235,7,310
319134,2,West Indies,236,9,307
319135,1,Sri Lanka,112,5,184
319135,2,West Indies,125,3,125
319136,1,Sri Lanka,257,8,307
319136,2,West Indies,81,2,112
319143,1,Australia,273,8,309
319143,2,West Indies,189,10,247
319144,1,Australia,213,5,306
319144,2,West Indies,140,8,253
319145,1,West Indies,223,10,297
319145,2,Australia,227,3,250
319146,1,Australia,282,8,305
319146,2,West Indies,281,6,311
319147,1,Australia,341,8,304
319147,2,West Indies,172,10,248
323949,1,Bangladesh,178,10,295
323949,2,South Africa,180,1,226
323950,1,Bangladesh,173,10,301
323950,2,South Africa,179,3,295
323951,1,Bangladesh,143,10,268
323951,2,South Africa,147,3,208
325569,1,Bermuda,201,8,307
325569,2,Canada,184,10,282
325572,1,Kenya,141,8,216
325572,2,Scotland,31,1,52
325576,1,Ireland,18,2,48
325579,1,Netherlands,117,10,242
325579,2,Scotland,120,4,140
325580,1,Scotland,152,9,214
325580,2,Ireland,129,3,144
325581,1,Zimbabwe,303,8,310
325581,2,Ireland,147,10,283
325800,1,Pakistan,347,5,308
325800,2,Zimbabwe,243,7,310
325801,1,Zimbabwe,238,8,306
325801,2,Pakistan,239,5,283
325802,1,Pakistan,272,9,310
325802,2,Zimbabwe,235,7,309
325803,1,Zimbabwe,244,10,309
325803,2,Pakistan,245,3,288
325804,1,Zimbabwe,181,10,291
325804,2,Pakistan,187,3,191
335346,1,Bangladesh,300,8,315
335346,2,United Arab Emirates,204,10,281
335347,1,Pakistan,288,9,306
335347,2,Hong Kong,133,10,236
335348,1,Sri Lanka,357,9,316
335348,2,Bangladesh,226,7,310
335349,1,India,374,4,302
335349,2,Hong Kong,118,10,228
335350,1,Sri Lanka,290,9,311
335350,2,United Arab Emirates,148,10,226
335351,1,Pakistan,299,5,305
335351,2,India,301,4,261
335352,1,Bangladesh,283,6,309
335352,2,India,284,3,267
335353,1,Sri Lanka,302,7,311
335353,2,Pakistan,238,9,301
335354,1,Sri Lanka,332,8,306
335354,2,Bangladesh,174,10,236
335355,1,India,308,7,306
335355,2,Pakistan,309,3,278
335356,1,Sri Lanka,308,8,303
335356,2,India,310,4,289
335357,1,Bangladesh,115,10,242
335357,2,Pakistan,116,0,121
335358,1,Sri Lanka,273,10,300
335358,2,India,173,10,238
336201,1,Australia,254,8,307
336201,2,Bangladesh,74,10,171
336202,1,Bangladesh,117,10,227
336202,2,Australia,118,2,140
336204,1,Australia,198,5,305
336204,2,Bangladesh,125,9,183
343732,1,India,146,10,279
343732,2,Sri Lanka,147,2,214
343733,1,Sri Lanka,142,10,239
343733,2,India,143,7,242
343734,1,India,237,9,311
343734,2,Sri Lanka,204,10,298
343736,1,Sri Lanka,227,6,307
343736,2,India,103,10,163
343759,1,Pakistan,322,5,303
343759,2,Bangladesh,129,10,194
343760,1,Bangladesh,225,8,305
343760,2,Pakistan,160,3,142
343761,1,Pakistan,308,8,306
343761,2,Bangladesh,285,7,310
343762,1,Bangladesh,210,10,309
343762,2,Pakistan,212,3,273
343763,1,Pakistan,329,9,303
343763,2,Bangladesh,179,10,253
345468,1,Pakistan,233,10,243
345468,2,Bangladesh,163,8,252
345469,1,India,330,8,318
345469,2,Pakistan,190,10,214
345470,1,Bangladesh,222,10,309
345470,2,India,223,3,216
345471,1,Pakistan,315,4,303
345471,2,India,290,10,298
350043,1,Australia,260,5,304
350043,2,England,256,8,313
350044,1,Australia,249,8,307
350044,2,England,210,10,284
350045,1,England,228,9,308
350045,2,Australia,230,4,296
350046,1,England,220,10,285
350046,2,Australia,221,3,271
350047,1,England,299,10,307
350047,2,Australia,302,6,296
350048,1,Australia,296,8,310
350048,2,England,185,10,252
350049,1,Australia,176,10,279
350049,2,England,177,6,254
350348,1,South Africa,283,8,305
350348,2,Bangladesh,222,10,289
350477,1,Australia,286,7,308
350477,2,South Africa,145,10,204
350478,1,Australia,131,10,249
350478,2,South Africa,132,3,164
350479,1,South Africa,289,6,306
350479,2,Australia,264,7,305
350480,1,South Africa,317,6,306
350480,2,Australia,256,10,280
350481,1,Australia,303,7,307
350481,2,South Africa,256,10,280
351684,1,Australia,271,8,305
351684,2,South Africa,272,7,305
351685,1,Australia,249,9,307
351685,2,South Africa,244,6,305
351686,1,Australia,269,10,303
351686,2,South Africa,270,7,288
351687,1,Australia,222,10,295
351687,2,South Africa,223,2,234
351688,1,South Africa,288,6,308
351688,2,Australia,249,10,303
351689,1,Australia,181,10,294
351689,2,New Zealand,182,8,310
351690,1,Australia,225,5,302
351690,2,New Zealand,226,4,299
351691,1,Australia,301,9,303
351691,2,New Zealand,269,10,291
351692,1,New Zealand,244,8,306
351692,2,Australia,247,4,295
351693,1,Australia,168,4,135
351693,2,New Zealand,123,6,87
352665,1,England,270,7,318
352665,2,West Indies,244,7,284
352666,1,West Indies,264,8,308
352666,2,England,243,10,301
352667,1,England,117,10,254
352667,2,West Indies,117,2,91
352668,1,West Indies,239,9,305
352668,2,England,136,1,116
352669,1,England,172,5,179
352669,2,West Indies,146,10,173
360800,1,South Africa,336,7,322
360800,2,Kenya,177,10,303
361043,1,India,387,5,310
361043,2,England,229,10,230
361044,1,India,292,9,306
361044,2,England,238,10,291
361045,1,England,240,10,302
361045,2,India,198,5,243
361046,1,India,166,4,136
361046,2,England,178,8,136
361047,1,England,270,4,304
361047,2,India,273,4,271
366341,1,India,258,10,303
366341,2,Sri Lanka,212,10,286
366623,1,India,273,4,230
366623,2,New Zealand,162,9,172
366624,1,New Zealand,270,5,293
366624,2,India,201,0,145
366625,1,India,149,10,227
366625,2,New Zealand,151,2,141
366626,1,India,188,4,176
366627,1,India,392,5,310
366627,2,New Zealand,334,10,277
366709,1,West Indies,129,5,219
366711,1,West Indies,128,10,254
366711,2,New Zealand,129,3,129
374059,1,West Indies,294,9,308
374059,2,Pakistan,295,6,311
374060,1,Pakistan,232,10,297
374060,2,West Indies,208,10,307
375456,1,Zimbabwe,127,10,199
375456,2,Sri Lanka,130,4,212
375457,1,Zimbabwe,67,10,192
375457,2,Sri Lanka,68,1,110
375460,1,Sri Lanka,171,7,183
375460,2,Zimbabwe,166,7,172
375462,1,Sri Lanka,152,10,304
375462,2,Zimbabwe,133,10,275
377313,1,India,339,6,313
377313,2,West Indies,319,10,304
377314,1,India,188,10,300
377314,2,West Indies,192,2,210
377315,1,West Indies,186,7,165
377315,2,India,159,4,135
377316,1,West Indies,27,1,47
378753,1,Zimbabwe,205,9,307
378753,2,Bangladesh,167,10,284
378755,1,Sri Lanka,147,10,189
378755,2,Bangladesh,151,5,146
378759,1,Zimbabwe,119,9,226
378759,2,Bangladesh,121,4,202
380715,1,West Indies,160,10,236
380715,2,England,161,4,223
380716,1,England,328,7,308
380716,2,West Indies,270,10,303
383275,1,England,203,9,307
383275,2,Ireland,112,9,123
385025,1,Kenya,234,10,299
385025,2,Zimbabwe,236,6,299
385749,1,Sri Lanka,219,10,280
385749,2,Pakistan,220,2,278
385750,1,Sri Lanka,290,8,314
385750,2,Pakistan,161,10,213
385751,1,Sri Lanka,309,5,306
385751,2,Pakistan,75,10,143
386530,1,Sri Lanka,246,7,305
386530,2,India,247,4,298
386531,1,India,256,9,309
386531,2,Sri Lanka,241,10,306
386532,1,India,363,5,309
386532,2,Sri Lanka,216,10,255
386533,1,India,332,5,312
386533,2,Sri Lanka,265,10,293
386534,1,Sri Lanka,320,8,308
386534,2,India,252,10,299
387566,1,South Africa,250,9,307
387566,2,England,252,3,288
387567,1,South Africa,354,6,304
387567,2,England,242,10,255
387568,1,South Africa,119,10,226
387568,2,England,121,3,191
390204,1,Scotland,232,7,314
390204,2,Ireland,233,3,237
390227,1,Canada,252,7,313
390227,2,Scotland,104,10,187
392616,1,Australia,168,10,239
392616,2,Pakistan,171,6,268
392617,1,Pakistan,207,10,279
392617,2,Australia,208,4,278
392618,1,Australia,198,7,306
392618,2,Pakistan,171,10,288
392619,1,Pakistan,197,10,293
392619,2,Australia,200,2,274
392620,1,Australia,250,4,308
392620,2,Pakistan,254,3,292
401073,1,Bangladesh,246,9,309
401073,2,West Indies,194,10,264
401074,1,West Indies,274,6,309
401074,2,Bangladesh,276,7,307
401075,1,West Indies,248,10,302
401075,2,Bangladesh,249,7,301
403370,1,Sri Lanka,232,9,305
403370,2,Pakistan,196,10,274
403371,1,Pakistan,168,10,292
403371,2,Sri Lanka,169,4,266
403372,1,Pakistan,288,8,306
403372,2,Sri Lanka,289,4,287
403373,1,Pakistan,321,5,313
403373,2,Sri Lanka,175,10,220
403374,1,Pakistan,279,8,306
403374,2,Sri Lanka,147,10,214
403380,1,Sri Lanka,216,7,302
403380,2,New Zealand,119,10,222
403381,1,Sri Lanka,307,6,311
403381,2,India,168,10,232
403382,1,New Zealand,155,10,280
403382,2,India,156,4,244
403383,1,India,319,5,314
403383,2,Sri Lanka,273,10,288
406192,1,Australia,256,8,306
406192,2,West Indies,143,10,212
406193,1,West Indies,170,10,245
406193,2,Australia,171,2,165
406194,1,Australia,225,10,311
406194,2,West Indies,6,0,8
406195,1,Australia,324,7,302
406195,2,West Indies,274,8,308
406196,1,Australia,324,5,305
406196,2,West Indies,199,10,226
406202,1,Pakistan,274,10,305
406202,2,Australia,275,5,296
406203,1,Australia,267,6,303
406203,2,Pakistan,127,10,229
406204,1,Australia,286,6,308
406204,2,Pakistan,246,10,289
406205,1,Australia,277,8,304
406205,2,Pakistan,142,10,231
406206,1,Pakistan,212,10,301
406206,2,Australia,213,8,302
410337,1,Zimbabwe,207,10,288
410337,2,Bangladesh,211,2,219
410338,1,Bangladesh,320,8,310
410338,2,Zimbabwe,271,10,280
410339,1,Zimbabwe,323,7,303
410339,2,Bangladesh,254,10,273
410340,1,Zimbabwe,312,8,313
410340,2,Bangladesh,313,6,303
410341,1,Zimbabwe,209,10,283
410341,2,Bangladesh,212,5,294
415162,1,Kenya,113,10,205
415162,2,Canada,117,1,100
415273,1,Sri Lanka,319,8,308
415273,2,South Africa,206,7,228
415274,1,West Indies,133,10,213
415274,2,Pakistan,134,5,195
415275,1,New Zealand,214,10,289
415275,2,South Africa,217,5,253
415276,1,Sri Lanka,212,10,302
415276,2,England,213,4,282
415277,1,Australia,275,8,314
415277,2,West Indies,225,9,294
415278,1,Pakistan,302,9,308
415278,2,India,248,10,283
415279,1,New Zealand,315,7,310
415279,2,Sri Lanka,277,10,286
415280,1,England,323,8,306
415280,2,South Africa,301,9,306
415281,1,Australia,234,4,261
415282,1,England,146,10,270
415282,2,New Zealand,147,6,167
415283,1,Pakistan,205,6,306
415283,2,Australia,206,8,307
415284,1,West Indies,129,10,224
415284,2,India,130,3,200
415285,1,England,257,10,293
415285,2,Australia,258,1,256
415286,1,Pakistan,233,9,307
415286,2,New Zealand,234,5,297
415287,1,New Zealand,200,9,309
415287,2,Australia,206,4,273
416236,1,Australia,292,8,306
416236,2,India,288,8,308
416237,1,India,354,7,315
416237,2,Australia,255,10,299
416238,1,Australia,229,5,303
416238,2,India,230,4,298
416239,1,Australia,250,10,306
416239,2,India,226,10,293
416240,1,Australia,350,4,305
416240,2,India,347,10,309
416241,1,India,170,10,295
416241,2,Australia,172,4,252
422626,1,Bangladesh,186,10,283
422626,2,Zimbabwe,189,5,217
422627,1,Zimbabwe,219,10,291
422627,2,Bangladesh,221,3,190
422628,1,Zimbabwe,196,10,252
422628,2,Bangladesh,198,6,251
422629,1,Zimbabwe,44,10,152
422629,2,Bangladesh,49,4,75
422630,1,Zimbabwe,221,9,307
422630,2,Bangladesh,222,9,303
423783,1,New Zealand,336,9,310
423783,2,Bangladesh,190,10,270
423784,1,Bangladesh,183,8,305
423784,2,New Zealand,185,5,175
423785,1,Bangladesh,241,9,310
423785,2,New Zealand,244,7,273
423791,1,Australia,275,8,301
423791,2,New Zealand,281,8,298
423792,1,Australia,273,7,306
423792,2,New Zealand,253,10,268
423793,1,New Zealand,245,10,286
423793,2,Australia,248,4,288
423794,1,New Zealand,238,10,274
423794,2,Australia,202,4,189
423795,1,New Zealand,241,9,312
423795,2,Australia,190,10,281
426384,1,Australia,231,9,307
426384,2,Ireland,192,10,262
426387,1,Australia,267,7,305
426387,2,England,268,6,281
426388,1,Australia,239,7,303
426388,2,England,243,6,280
426389,1,Australia,212,10,282
426389,2,England,214,9,303
426390,1,Australia,290,5,307
426390,2,England,212,10,259
426391,1,Australia,277,7,306
426391,2,England,235,10,287
426403,1,Bangladesh,250,9,311
426403,2,England,251,4,276
426404,1,Bangladesh,236,7,313
426404,2,England,231,10,305
426405,1,England,347,7,305
426405,2,Bangladesh,203,10,278
426420,1,Bangladesh,228,10,280
426420,2,England,229,4,278
426421,1,Bangladesh,260,6,307
426421,2,England,261,8,295
426422,1,England,284,5,306
426422,2,Bangladesh,239,9,309
426428,1,England,274,6,251
426428,2,Pakistan,250,9,254
426429,1,Pakistan,294,8,305
426429,2,England,295,6,305
426430,1,Pakistan,241,10,305
426430,2,England,218,10,278
426431,1,Pakistan,265,7,304
426431,2,England,227,10,287
426432,1,England,256,6,303
426432,2,Pakistan,135,10,225
426720,1,Pakistan,287,9,308
426720,2,New Zealand,149,10,239
426721,1,New Zealand,303,8,306
426721,2,Pakistan,239,10,292
426722,1,New Zealand,211,10,285
426722,2,Pakistan,204,10,300
430508,1,South Africa,295,5,307
430508,2,Zimbabwe,250,6,308
430509,1,South Africa,331,5,310
430509,2,Zimbabwe,119,10,209
430886,1,India,414,7,313
430886,2,Sri Lanka,411,8,314
430887,1,India,301,7,304
430887,2,Sri Lanka,302,7,298
430888,1,Sri Lanka,239,10,272
430888,2,India,243,3,260
430889,1,Sri Lanka,315,6,306
430889,2,India,317,3,302
430890,1,Sri Lanka,83,5,150
433558,1,India,370,4,315
433558,2,Bangladesh,283,9,310
433559,1,Kenya,69,10,146
433559,2,New Zealand,72,0,52
433560,1,Sri Lanka,332,7,308
433560,2,Canada,122,10,226
433561,1,Australia,262,6,307
433561,2,Zimbabwe,171,10,283
433562,1,Netherlands,292,6,305
433562,2,England,296,4,297
433563,1,Pakistan,317,7,319
433563,2,Kenya,112,10,203
433564,1,West Indies,222,10,292
433564,2,South Africa,223,3,258
433565,1,New Zealand,206,10,282
433565,2,Australia,207,3,219
433566,1,Bangladesh,205,10,303
433566,2,Ireland,178,10,273
433567,1,Pakistan,277,7,305
433567,2,Sri Lanka,266,9,310
433568,1,India,338,10,307
433568,2,England,338,8,303
433569,1,West Indies,330,8,312
433569,2,Netherlands,115,10,189
433570,1,Zimbabwe,298,9,301
433570,2,Canada,123,10,262
433571,1,Kenya,142,10,269
433571,2,Sri Lanka,146,1,118
433572,1,England,327,8,311
433572,2,Ireland,329,7,302
433573,1,South Africa,351,5,308
433573,2,Netherlands,120,10,217
433574,1,Pakistan,184,10,271
433574,2,Canada,138,10,270
433575,1,Zimbabwe,162,10,281
433575,2,New Zealand,166,0,204
433576,1,Bangladesh,58,10,115
433576,2,West Indies,59,1,77
433577,1,Sri Lanka,146,3,202
433578,1,Ireland,207,10,296
433578,2,India,210,5,281
433579,1,England,171,10,280
433579,2,South Africa,165,10,289
433580,1,Kenya,198,10,306
433580,2,Canada,199,5,281
433581,1,New Zealand,302,7,314
433581,2,Pakistan,192,10,251
433582,1,Netherlands,189,10,283
433582,2,India,191,5,223
433583,1,Sri Lanka,327,6,310
433583,2,Zimbabwe,188,10,242
433584,1,West Indies,275,10,303
433584,2,Ireland,231,10,298
433585,1,England,225,10,304
433585,2,Bangladesh,227,8,308
433586,1,India,296,10,301
433586,2,South Africa,300,7,299
433587,1,New Zealand,358,6,309
433587,2,Canada,261,9,306
433588,1,Australia,324,6,308
433588,2,Kenya,264,6,310
433589,1,Zimbabwe,151,7,241
433589,2,Pakistan,164,3,214
433590,1,Netherlands,160,10,278
433590,2,Bangladesh,166,4,252
433591,1,South Africa,272,7,304
433591,2,Ireland,141,10,203
433592,1,Canada,211,10,286
433592,2,Australia,212,3,211
433593,1,England,243,10,301
433593,2,West Indies,225,10,271
433594,1,Sri Lanka,265,9,311
433594,2,New Zealand,153,10,217
433595,1,Netherlands,306,10,308
433595,2,Ireland,307,4,287
433596,1,Australia,176,10,286
433596,2,Pakistan,178,6,250
433597,1,South Africa,284,8,304
433597,2,Bangladesh,78,10,171
433598,1,Zimbabwe,308,6,309
433598,2,Kenya,147,10,219
433599,1,India,268,10,300
433599,2,West Indies,188,10,263
433600,1,West Indies,112,10,269
433600,2,Pakistan,113,0,126
433601,1,Australia,260,6,305
433601,2,India,261,5,300
433602,1,New Zealand,221,8,305
433602,2,South Africa,172,10,261
433603,1,England,229,6,304
433603,2,Sri Lanka,231,0,241
433604,1,New Zealand,217,10,298
433604,2,Sri Lanka,220,5,291
433605,1,India,260,9,309
433605,2,Pakistan,231,10,303
433606,1,Sri Lanka,274,6,308
433606,2,India,277,4,296
434258,1,Bangladesh,260,7,311
434258,2,Sri Lanka,261,3,280
434259,1,India,279,9,312
434259,2,Sri Lanka,283,5,301
434260,1,Bangladesh,296,6,315
434260,2,India,297,4,299
434261,1,Bangladesh,249,9,309
434261,2,Sri Lanka,252,1,265
434262,1,Sri Lanka,213,10,284
434262,2,India,214,2,203
434263,1,Bangladesh,247,6,308
434263,2,India,249,4,261
434264,1,India,245,10,296
434264,2,Sri Lanka,249,6,296
439140,1,Zimbabwe,254,5,307
439140,2,West Indies,252,9,312
439141,1,Zimbabwe,206,10,304
439141,2,West Indies,208,6,300
439142,1,West Indies,245,9,307
439142,2,Zimbabwe,104,10,197
439143,1,Zimbabwe,141,10,297
439143,2,West Indies,142,6,211
439144,1,Zimbabwe,161,10,312
439144,2,West Indies,165,6,170
439147,1,South Africa,280,7,296
439147,2,West Indies,215,10,272
439148,1,South Africa,300,5,305
439148,2,West Indies,283,10,301
439149,1,South Africa,224,10,284
439149,2,West Indies,157,10,233
439150,1,West Indies,303,6,306
439150,2,South Africa,304,3,304
439151,1,West Indies,252,6,310
439151,2,South Africa,255,9,309
441827,1,India,298,9,312
441827,2,South Africa,297,10,304
441828,1,India,401,3,306
441828,2,South Africa,248,10,269
441829,1,South Africa,365,2,302
441829,2,India,275,10,271
446957,1,Australia,239,8,304
446957,2,Sri Lanka,243,9,278
446958,1,Sri Lanka,213,3,255
446958,2,Australia,210,10,229
446959,1,Sri Lanka,115,10,206
446959,2,Australia,119,2,143
446962,1,England,294,10,311
446962,2,Australia,297,4,299
446963,1,Australia,230,10,298
446963,2,England,184,10,280
446964,1,England,214,10,295
446964,2,Australia,215,6,287
446965,1,England,299,8,304
446965,2,Australia,278,7,305
446966,1,Australia,249,10,309
446966,2,England,198,10,282
446967,1,England,333,6,308
446967,2,Australia,334,8,304
446968,1,Australia,279,7,318
446968,2,England,222,10,284
450107,1,Ireland,189,9,285
450107,2,Bangladesh,191,4,234
450379,1,Canada,154,9,304
450379,2,Ireland,155,5,242
452146,1,India,285,5,313
452146,2,Zimbabwe,289,4,292
452147,1,Sri Lanka,242,10,302
452147,2,India,243,3,264
452148,1,Zimbabwe,118,10,154
452148,2,Sri Lanka,119,1,95
452149,1,India,194,9,307
452149,2,Zimbabwe,197,3,233
452150,1,India,268,9,307
452150,2,Sri Lanka,270,4,292
452151,1,Sri Lanka,236,10,292
452151,2,Zimbabwe,240,2,295
452152,1,Zimbabwe,199,10,302
452152,2,Sri Lanka,203,1,213
455231,1,Sri Lanka,242,9,306
455231,2,Pakistan,226,10,292
455232,1,Bangladesh,167,10,220
455232,2,India,168,4,191
455233,1,Sri Lanka,312,4,307
455233,2,Bangladesh,186,10,253
455234,1,Pakistan,267,10,302
