match_id,team_1,team_2,team_1_runs,team_2_runs,winner,venue,toss_winner,toss_decision
383275,England,Ireland,203,112,England,"Civil Service Cricket Club, Stormont",England,bat
385025,Kenya,Zimbabwe,234,236,Zimbabwe,Gymkhana Club Ground,Kenya,bat
385749,Sri Lanka,Pakistan,219,220,Pakistan,National Stadium,Sri Lanka,bat
385750,Sri Lanka,Pakistan,290,161,Sri Lanka,National Stadium,Pakistan,field
385751,Sri Lanka,Pakistan,309,75,Sri Lanka,Gaddafi Stadium,Sri Lanka,bat
386530,Sri Lanka,India,246,247,India,Rangiri Dambulla International Stadium,India,field
386531,India,Sri Lanka,256,241,India,R Premadasa Stadium,India,bat
386532,India,Sri Lanka,363,216,India,R Premadasa Stadium,India,bat
386533,India,Sri Lanka,332,265,India,R Premadasa Stadium,India,bat
386534,Sri Lanka,India,320,252,Sri Lanka,R Premadasa Stadium,Sri Lanka,bat
387566,South Africa,England,250,252,England,SuperSport Park,England,field
387567,South Africa,England,354,242,South Africa,Newlands,South Africa,bat
387568,South Africa,England,119,121,England,St George's Park,South Africa,bat
390204,Scotland,Ireland,232,233,Ireland,Willowmoore Park,Ireland,field
390227,Canada,Scotland,252,104,Canada,Willowmoore Park,Scotland,field
392616,Australia,Pakistan,168,171,Pakistan,Dubai Sports City Cricket Stadium,Australia,bat
392617,Pakistan,Australia,207,208,Australia,Dubai Sports City Cricket Stadium,Pakistan,bat
392618,Australia,Pakistan,198,171,Australia,Sheikh Zayed Stadium,Australia,bat
392619,Pakistan,Australia,197,200,Australia,Sheikh Zayed Stadium,Pakistan,bat
392620,Australia,Pakistan,250,254,Pakistan,Sheikh Zayed Stadium,Australia,bat
401073,Bangladesh,West Indies,246,194,Bangladesh,"Windsor Park, Roseau",West Indies,field
401074,West Indies,Bangladesh,274,276,Bangladesh,"Windsor Park, Roseau",West Indies,bat
401075,West Indies,Bangladesh,248,249,Bangladesh,"Warner Park, Basseterre",West Indies,bat
403370,Sri Lanka,Pakistan,232,196,Sri Lanka,Rangiri Dambulla International Stadium,Pakistan,field
403371,Pakistan,Sri Lanka,168,169,Sri Lanka,Rangiri Dambulla International Stadium,Sri Lanka,field
403372,Pakistan,Sri Lanka,288,289,Sri Lanka,Rangiri Dambulla International Stadium,Sri Lanka,field
403373,Pakistan,Sri Lanka,321,175,Pakistan,R Premadasa Stadium,Pakistan,bat
403374,Pakistan,Sri Lanka,279,147,Pakistan,R Premadasa Stadium,Pakistan,bat
403380,Sri Lanka,New Zealand,216,119,Sri Lanka,R Premadasa Stadium,Sri Lanka,bat
403381,Sri Lanka,India,307,168,Sri Lanka,R Premadasa Stadium,Sri Lanka,bat
403382,New Zealand,India,155,156,India,R Premadasa Stadium,New Zealand,bat
403383,India,Sri Lanka,319,273,India,R Premadasa Stadium,India,bat
406192,Australia,West Indies,256,143,Australia,Melbourne Cricket Ground,West Indies,field
406193,West Indies,Australia,170,171,Australia,Adelaide Oval,West Indies,bat
406194,Australia,West Indies,225,6,Australia,Sydney Cricket Ground,West Indies,field
406195,Australia,West Indies,324,274,Australia,"Brisbane Cricket Ground, Woolloongabba",West Indies,field
406196,Australia,West Indies,324,199,Australia,Melbourne Cricket Ground,Australia,bat
406202,Pakistan,Australia,274,275,Australia,"Brisbane Cricket Ground, Woolloongabba",Pakistan,bat
406203,Australia,Pakistan,267,127,Australia,Sydney Cricket Ground,Pakistan,field
406204,Australia,Pakistan,286,246,Australia,Adelaide Oval,Australia,bat
406205,Australia,Pakistan,277,142,Australia,Western Australia Cricket Association Ground,Australia,bat
406206,Pakistan,Australia,212,213,Australia,Western Australia Cricket Association Ground,Pakistan,bat
410337,Zimbabwe,Bangladesh,207,211,Bangladesh,Queens Sports Club,Bangladesh,field
410338,Bangladesh,Zimbabwe,320,271,Bangladesh,Queens Sports Club,Zimbabwe,field
410339,Zimbabwe,Bangladesh,323,254,Zimbabwe,Queens Sports Club,Bangladesh,field
410340,Zimbabwe,Bangladesh,312,313,Bangladesh,Queens Sports Club,Zimbabwe,bat
410341,Zimbabwe,Bangladesh,209,212,Bangladesh,Queens Sports Club,Zimbabwe,bat
415162,Kenya,Canada,113,117,Canada,Maple Leaf North-West Ground,Canada,field
415273,Sri Lanka,South Africa,319,206,Sri Lanka,SuperSport Park,South Africa,field
415274,West Indies,Pakistan,133,134,Pakistan,New Wanderers Stadium,West Indies,bat
415275,New Zealand,South Africa,214,217,South Africa,SuperSport Park,South Africa,field
415276,Sri Lanka,England,212,213,England,New Wanderers Stadium,England,field
415277,Australia,West Indies,275,225,Australia,New Wanderers Stadium,West Indies,field
415278,Pakistan,India,302,248,Pakistan,SuperSport Park,Pakistan,bat
415279,New Zealand,Sri Lanka,315,277,New Zealand,New Wanderers Stadium,Sri Lanka,field
415280,England,South Africa,323,301,England,SuperSport Park,England,bat
415282,England,New Zealand,146,147,New Zealand,New Wanderers Stadium,New Zealand,field
415283,Pakistan,Australia,205,206,Australia,SuperSport Park,Australia,field
415284,West Indies,India,129,130,India,New Wanderers Stadium,India,field
415285,England,Australia,257,258,Australia,SuperSport Park,England,bat
415286,Pakistan,New Zealand,233,234,New Zealand,New Wanderers Stadium,Pakistan,bat
415287,New Zealand,Australia,200,206,Australia,SuperSport Park,New Zealand,bat
416236,Australia,India,292,288,Australia,Reliance Stadium,Australia,bat
416237,India,Australia,354,255,India,"Vidarbha Cricket Association Stadium, Jamtha",Australia,field
416238,Australia,India,229,230,India,Feroz Shah Kotla,Australia,bat
416239,Australia,India,250,226,Australia,"Punjab Cricket Association Stadium, Mohali",India,field
416240,Australia,India,350,347,Australia,"Rajiv Gandhi International Stadium, Uppal",Australia,bat
416241,India,Australia,170,172,Australia,Nehru Stadium,India,bat
422626,Bangladesh,Zimbabwe,186,189,Zimbabwe,Shere Bangla National Stadium,Zimbabwe,field
422627,Zimbabwe,Bangladesh,219,221,Bangladesh,Shere Bangla National Stadium,Zimbabwe,bat
422628,Zimbabwe,Bangladesh,196,198,Bangladesh,Shere Bangla National Stadium,Bangladesh,field
422629,Zimbabwe,Bangladesh,44,49,Bangladesh,Zohur Ahmed Chowdhury Stadium,Zimbabwe,bat
422630,Zimbabwe,Bangladesh,221,222,Bangladesh,Zohur Ahmed Chowdhury Stadium,Bangladesh,field
423783,New Zealand,Bangladesh,336,190,New Zealand,McLean Park,New Zealand,bat
423784,Bangladesh,New Zealand,183,185,New Zealand,University Oval,New Zealand,field
423785,Bangladesh,New Zealand,241,244,New Zealand,AMI Stadium,New Zealand,field
423791,Australia,New Zealand,275,281,New Zealand,McLean Park,Australia,bat
423792,Australia,New Zealand,273,253,Australia,Eden Park,Australia,bat
423793,New Zealand,Australia,245,248,Australia,Seddon Park,Australia,field
423794,New Zealand,Australia,238,202,New Zealand,Eden Park,Australia,field
423795,New Zealand,Australia,241,190,New Zealand,Westpac Stadium,Australia,field
426384,Australia,Ireland,231,192,Australia,Clontarf Cricket Club Ground,Australia,bat
426387,Australia,England,267,268,England,The Rose Bowl,Australia,bat
426388,Australia,England,239,243,England,Sophia Gardens,Australia,bat
426389,Australia,England,212,214,England,Old Trafford,England,field
426390,Australia,England,290,212,Australia,Kennington Oval,England,field
426391,Australia,England,277,235,Australia,Lord's,Australia,bat
426403,Bangladesh,England,250,251,England,Trent Bridge,Bangladesh,bat
426404,Bangladesh,England,236,231,Bangladesh,County Ground,England,field
426405,England,Bangladesh,347,203,England,Edgbaston,Bangladesh,field
426420,Bangladesh,England,228,229,England,Shere Bangla National Stadium,England,field
426421,Bangladesh,England,260,261,England,Shere Bangla National Stadium,England,field
426422,England,Bangladesh,284,239,England,Zohur Ahmed Chowdhury Stadium,Bangladesh,field
426428,England,Pakistan,274,250,England,Riverside Ground,Pakistan,field
426429,Pakistan,England,294,295,England,Headingley,Pakistan,bat
426430,Pakistan,England,241,218,Pakistan,Kennington Oval,Pakistan,bat
426431,Pakistan,England,265,227,Pakistan,Lord's,Pakistan,bat
426432,England,Pakistan,256,135,England,The Rose Bowl,England,bat
426720,Pakistan,New Zealand,287,149,Pakistan,Sheikh Zayed Stadium,Pakistan,bat
426721,New Zealand,Pakistan,303,239,New Zealand,Sheikh Zayed Stadium,New Zealand,bat
426722,New Zealand,Pakistan,211,204,New Zealand,Sheikh Zayed Stadium,New Zealand,bat
430508,South Africa,Zimbabwe,295,250,South Africa,Willowmoore Park,Zimbabwe,field
430509,South Africa,Zimbabwe,331,119,South Africa,SuperSport Park,Zimbabwe,field
430886,India,Sri Lanka,414,411,India,Madhavrao Scindia Cricket Ground,Sri Lanka,field
430887,India,Sri Lanka,301,302,Sri Lanka,"Vidarbha Cricket Association Stadium, Jamtha",India,bat
430888,Sri Lanka,India,239,243,India,Barabati Stadium,Sri Lanka,bat
430889,Sri Lanka,India,315,317,India,Eden Gardens,Sri Lanka,bat
433558,India,Bangladesh,370,283,India,Shere Bangla National Stadium,Bangladesh,field
433559,Kenya,New Zealand,69,72,New Zealand,"MA Chidambaram Stadium, Chepauk",Kenya,bat
433560,Sri Lanka,Canada,332,122,Sri Lanka,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Sri Lanka,bat
433561,Australia,Zimbabwe,262,171,Australia,"Sardar Patel Stadium, Motera",Australia,bat
433562,Netherlands,England,292,296,England,"Vidarbha Cricket Association Stadium, Jamtha",Netherlands,bat
433563,Pakistan,Kenya,317,112,Pakistan,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Pakistan,bat
433564,West Indies,South Africa,222,223,South Africa,Feroz Shah Kotla,South Africa,field
433565,New Zealand,Australia,206,207,Australia,"Vidarbha Cricket Association Stadium, Jamtha",Australia,field
433566,Bangladesh,Ireland,205,178,Bangladesh,Shere Bangla National Stadium,Bangladesh,bat
433567,Pakistan,Sri Lanka,277,266,Pakistan,R Premadasa Stadium,Pakistan,bat
433568,India,England,338,338,England,M Chinnaswamy Stadium,India,bat
433569,West Indies,Netherlands,330,115,West Indies,Feroz Shah Kotla,Netherlands,field
433570,Zimbabwe,Canada,298,123,Zimbabwe,"Vidarbha Cricket Association Stadium, Jamtha",Zimbabwe,bat
433571,Kenya,Sri Lanka,142,146,Sri Lanka,R Premadasa Stadium,Kenya,bat
433572,England,Ireland,327,329,Ireland,M Chinnaswamy Stadium,England,bat
433573,South Africa,Netherlands,351,120,South Africa,"Punjab Cricket Association Stadium, Mohali",Netherlands,field
433574,Pakistan,Canada,184,138,Pakistan,R Premadasa Stadium,Pakistan,bat
433575,Zimbabwe,New Zealand,162,166,New Zealand,"Sardar Patel Stadium, Motera",Zimbabwe,bat
433576,Bangladesh,West Indies,58,59,West Indies,Shere Bangla National Stadium,Bangladesh,bat
433578,Ireland,India,207,210,India,M Chinnaswamy Stadium,India,field
433579,England,South Africa,171,165,England,"MA Chidambaram Stadium, Chepauk",England,bat
433580,Kenya,Canada,198,199,Canada,Feroz Shah Kotla,Kenya,bat
433581,New Zealand,Pakistan,302,192,New Zealand,Pallekele International Cricket Stadium,New Zealand,bat
433582,Netherlands,India,189,191,India,Feroz Shah Kotla,Netherlands,bat
433583,Sri Lanka,Zimbabwe,327,188,Sri Lanka,Pallekele International Cricket Stadium,Zimbabwe,field
433584,West Indies,Ireland,275,231,West Indies,"Punjab Cricket Association Stadium, Mohali",Ireland,field
433585,England,Bangladesh,225,227,Bangladesh,Zahur Ahmed Chowdhury Stadium,Bangladesh,field
433586,India,South Africa,296,300,South Africa,"Vidarbha Cricket Association Stadium, Jamtha",India,bat
433587,New Zealand,Canada,358,261,New Zealand,Wankhede Stadium,Canada,field
433588,Australia,Kenya,324,264,Australia,M Chinnaswamy Stadium,Australia,bat
433589,Zimbabwe,Pakistan,151,164,Pakistan,Pallekele International Cricket Stadium,Zimbabwe,bat
433590,Netherlands,Bangladesh,160,166,Bangladesh,Zahur Ahmed Chowdhury Stadium,Netherlands,bat
433591,South Africa,Ireland,272,141,South Africa,Eden Gardens,Ireland,field
433592,Canada,Australia,211,212,Australia,M Chinnaswamy Stadium,Canada,bat
433593,England,West Indies,243,225,England,"MA Chidambaram Stadium, Chepauk",England,bat
433594,Sri Lanka,New Zealand,265,153,Sri Lanka,Wankhede Stadium,Sri Lanka,bat
433595,Netherlands,Ireland,306,307,Ireland,Eden Gardens,Ireland,field
433596,Australia,Pakistan,176,178,Pakistan,R Premadasa Stadium,Australia,bat
433597,South Africa,Bangladesh,284,78,South Africa,Shere Bangla National Stadium,South Africa,bat
433598,Zimbabwe,Kenya,308,147,Zimbabwe,Eden Gardens,Zimbabwe,bat
433599,India,West Indies,268,188,India,"MA Chidambaram Stadium, Chepauk",India,bat
433600,West Indies,Pakistan,112,113,Pakistan,Shere Bangla National Stadium,West Indies,bat
433601,Australia,India,260,261,India,"Sardar Patel Stadium, Motera",Australia,bat
433602,New Zealand,South Africa,221,172,New Zealand,Shere Bangla National Stadium,New Zealand,bat
433603,England,Sri Lanka,229,231,Sri Lanka,R Premadasa Stadium,England,bat
433604,New Zealand,Sri Lanka,217,220,Sri Lanka,R Premadasa Stadium,New Zealand,bat
433605,India,Pakistan,260,231,India,"Punjab Cricket Association Stadium, Mohali",India,bat
433606,Sri Lanka,India,274,277,India,Wankhede Stadium,Sri Lanka,bat
434258,Bangladesh,Sri Lanka,260,261,Sri Lanka,Shere Bangla National Stadium,Sri Lanka,field
434259,India,Sri Lanka,279,283,Sri Lanka,Shere Bangla National Stadium,Sri Lanka,field
434260,Bangladesh,India,296,297,India,Shere Bangla National Stadium,Bangladesh,bat
434261,Bangladesh,Sri Lanka,249,252,Sri Lanka,Shere Bangla National Stadium,Sri Lanka,field
434262,Sri Lanka,India,213,214,India,Shere Bangla National Stadium,Sri Lanka,bat
434263,Bangladesh,India,247,249,India,Shere Bangla National Stadium,India,field
434264,India,Sri Lanka,245,249,Sri Lanka,Shere Bangla National Stadium,Sri Lanka,field
439140,Zimbabwe,West Indies,254,252,Zimbabwe,Providence Stadium,Zimbabwe,bat
439141,Zimbabwe,West Indies,206,208,West Indies,Providence Stadium,Zimbabwe,bat
439142,West Indies,Zimbabwe,245,104,West Indies,"Arnos Vale Ground, Kingstown",Zimbabwe,field
439143,Zimbabwe,West Indies,141,142,West Indies,"Arnos Vale Ground, Kingstown",West Indies,field
439144,Zimbabwe,West Indies,161,165,West Indies,"Arnos Vale Ground, Kingstown",West Indies,field
439147,South Africa,West Indies,280,215,South Africa,"Sir Vivian Richards Stadium, North Sound",West Indies,field
439148,South Africa,West Indies,300,283,South Africa,"Sir Vivian Richards Stadium, North Sound",South Africa,bat
439149,South Africa,West Indies,224,157,South Africa,"Windsor Park, Roseau",South Africa,bat
439150,West Indies,South Africa,303,304,South Africa,"Windsor Park, Roseau",West Indies,bat
439151,West Indies,South Africa,252,255,South Africa,"Queen's Park Oval, Port of Spain",West Indies,bat
441827,India,South Africa,298,297,India,Sawai Mansingh Stadium,South Africa,field
441828,India,South Africa,401,248,India,Captain Roop Singh Stadium,India,bat
441829,South Africa,India,365,275,South Africa,"Sardar Patel Stadium, Motera",South Africa,bat
446957,Australia,Sri Lanka,239,243,Sri Lanka,Melbourne Cricket Ground,Australia,bat
446958,Sri Lanka,Australia,213,210,Sri Lanka,Sydney Cricket Ground,Sri Lanka,bat
446959,Sri Lanka,Australia,115,119,Australia,"Brisbane Cricket Ground, Woolloongabba",Sri Lanka,bat
446962,England,Australia,294,297,Australia,Melbourne Cricket Ground,England,bat
446963,Australia,England,230,184,Australia,Bellerive Oval,England,field
446964,England,Australia,214,215,Australia,Sydney Cricket Ground,England,bat
446965,England,Australia,299,278,England,Adelaide Oval,England,bat
446966,Australia,England,249,198,Australia,"Brisbane Cricket Ground, Woolloongabba",Australia,bat
446967,England,Australia,333,334,Australia,Sydney Cricket Ground,England,bat
446968,Australia,England,279,222,Australia,Western Australia Cricket Association Ground,Australia,bat
450107,Ireland,Bangladesh,189,191,Bangladesh,"Civil Service Cricket Club, Stormont",Ireland,bat
450379,Canada,Ireland,154,155,Ireland,VRA Ground,Canada,bat
452146,India,Zimbabwe,285,289,Zimbabwe,Queens Sports Club,India,bat
452147,Sri Lanka,India,242,243,India,Queens Sports Club,India,field
452148,Zimbabwe,Sri Lanka,118,119,Sri Lanka,Queens Sports Club,Sri Lanka,field
452149,India,Zimbabwe,194,197,Zimbabwe,Harare Sports Club,Zimbabwe,field
452150,India,Sri Lanka,268,270,Sri Lanka,Harare Sports Club,Sri Lanka,field
452151,Sri Lanka,Zimbabwe,236,240,Zimbabwe,Harare Sports Club,Zimbabwe,field
452152,Zimbabwe,Sri Lanka,199,203,Sri Lanka,Harare Sports Club,Sri Lanka,field
455231,Sri Lanka,Pakistan,242,226,Sri Lanka,Rangiri Dambulla International Stadium,Sri Lanka,bat
455232,Bangladesh,India,167,168,India,Rangiri Dambulla International Stadium,Bangladesh,bat
455233,Sri Lanka,Bangladesh,312,186,Sri Lanka,Rangiri Dambulla International Stadium,Sri Lanka,bat
455234,Pakistan,India,267,271,India,Rangiri Dambulla International Stadium,Pakistan,bat
455235,Pakistan,Bangladesh,385,246,Pakistan,Rangiri Dambulla International Stadium,Pakistan,bat
455236,India,Sri Lanka,209,211,Sri Lanka,Rangiri Dambulla International Stadium,Sri Lanka,field
455237,India,Sri Lanka,268,187,India,Rangiri Dambulla International Stadium,India,bat
456662,New Zealand,India,288,88,New Zealand,Rangiri Dambulla International Stadium,New Zealand,bat
456663,Sri Lanka,India,170,171,India,Rangiri Dambulla International Stadium,Sri Lanka,bat
456664,New Zealand,Sri Lanka,192,195,Sri Lanka,Rangiri Dambulla International Stadium,New Zealand,bat
456665,India,New Zealand,223,118,India,Rangiri Dambulla International Stadium,India,bat
456666,India,Sri Lanka,103,104,Sri Lanka,Rangiri Dambulla International Stadium,India,bat
456668,Sri Lanka,India,299,225,Sri Lanka,Rangiri Dambulla International Stadium,Sri Lanka,bat
461566,Pakistan,South Africa,203,207,South Africa,Sheikh Zayed Stadium,Pakistan,bat
461567,South Africa,Pakistan,286,289,Pakistan,Sheikh Zayed Stadium,South Africa,bat
461568,South Africa,Pakistan,228,226,South Africa,Dubai International Cricket Stadium,Pakistan,field
461569,South Africa,Pakistan,274,275,Pakistan,Dubai International Cricket Stadium,South Africa,bat
461570,South Africa,Pakistan,317,260,South Africa,Dubai International Cricket Stadium,South Africa,bat
463143,South Africa,Zimbabwe,351,287,South Africa,OUTsurance Oval,South Africa,bat
463144,Zimbabwe,South Africa,268,273,South Africa,Senwes Park,Zimbabwe,bat
463145,South Africa,Zimbabwe,399,127,South Africa,Willowmoore Park,South Africa,bat
463150,South Africa,India,289,154,South Africa,Kingsmead,South Africa,bat
463151,India,South Africa,190,189,India,New Wanderers Stadium,India,bat
463152,South Africa,India,220,223,India,Newlands,South Africa,bat
463153,South Africa,India,265,142,South Africa,St George's Park,South Africa,bat
463154,South Africa,India,250,234,South Africa,SuperSport Park,India,field
464529,Australia,India,289,292,India,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,India,field
464720,Netherlands,Ireland,125,129,Ireland,Clontarf Cricket Club Ground,Netherlands,bat
464723,Ireland,Canada,175,163,Ireland,"Toronto Cricket, Skating and Curling Club",Ireland,bat
464991,West Indies,Sri Lanka,203,199,West Indies,Sinhalese Sports Club Ground,Sri Lanka,field
464992,Sri Lanka,West Indies,277,251,Sri Lanka,Sinhalese Sports Club Ground,West Indies,field
467883,India,New Zealand,276,236,India,Nehru Stadium,New Zealand,field
467884,New Zealand,India,258,259,India,Sawai Mansingh Stadium,India,field
467885,New Zealand,India,224,229,India,Reliance Stadium,India,field
467886,New Zealand,India,315,321,India,M Chinnaswamy Stadium,India,field
467887,New Zealand,India,103,107,India,"MA Chidambaram Stadium, Chepauk",New Zealand,bat
473923,Pakistan,New Zealand,124,125,New Zealand,Westpac Stadium,Pakistan,bat
473925,Pakistan,New Zealand,293,250,Pakistan,AMI Stadium,New Zealand,field
473926,New Zealand,Pakistan,262,264,Pakistan,McLean Park,New Zealand,bat
473927,Pakistan,New Zealand,268,227,Pakistan,Seddon Park,New Zealand,field
473928,New Zealand,Pakistan,311,254,New Zealand,Eden Park,Pakistan,field
474467,England,Sri Lanka,229,121,England,Kennington Oval,Sri Lanka,field
474468,Sri Lanka,England,309,240,Sri Lanka,Headingley,England,field
474469,England,Sri Lanka,246,249,Sri Lanka,Lord's,England,bat
474470,Sri Lanka,England,174,171,Sri Lanka,Trent Bridge,England,field
474471,England,Sri Lanka,268,252,England,Old Trafford,England,bat
474477,India,England,274,27,India,Riverside Ground,England,field
474478,India,England,187,188,England,The Rose Bowl,England,field
474479,India,England,234,218,India,Kennington Oval,England,field
474480,India,England,280,270,India,Lord's,England,field
474481,India,England,304,241,India,Sophia Gardens,England,field
476596,Bangladesh,New Zealand,228,200,Bangladesh,Shere Bangla National Stadium,Bangladesh,bat
476598,New Zealand,Bangladesh,173,177,Bangladesh,Shere Bangla National Stadium,Bangladesh,field
476599,Bangladesh,New Zealand,241,232,Bangladesh,Shere Bangla National Stadium,New Zealand,field
476600,Bangladesh,New Zealand,174,171,Bangladesh,Shere Bangla National Stadium,Bangladesh,bat
483126,England,Ireland,201,117,England,Clontarf Cricket Club Ground,Ireland,field
486520,Zimbabwe,Bangladesh,209,200,Zimbabwe,Shere Bangla National Stadium,Bangladesh,field
486522,Zimbabwe,Bangladesh,191,194,Bangladesh,Shere Bangla National Stadium,Bangladesh,field
486523,Bangladesh,Zimbabwe,246,181,Bangladesh,Shere Bangla National Stadium,Zimbabwe,field
486526,Zimbabwe,Bangladesh,188,189,Bangladesh,Zahur Ahmed Chowdhury Stadium,Zimbabwe,bat
489213,West Indies,Pakistan,221,222,Pakistan,"Beausejour Stadium, Gros Islet",West Indies,bat
489214,West Indies,Pakistan,220,223,Pakistan,"Beausejour Stadium, Gros Islet",Pakistan,field
489215,West Indies,Pakistan,171,177,Pakistan,"Kensington Oval, Bridgetown",Pakistan,field
489216,Pakistan,West Indies,248,154,Pakistan,"Kensington Oval, Bridgetown",West Indies,field
489217,Pakistan,West Indies,139,140,West Indies,Providence Stadium,Pakistan,bat
489221,West Indies,India,214,217,India,"Queen's Park Oval, Port of Spain",West Indies,bat
489222,West Indies,India,240,183,West Indies,"Queen's Park Oval, Port of Spain",India,field
489223,West Indies,India,225,228,India,"Sir Vivian Richards Stadium, North Sound",India,field
489224,West Indies,India,249,146,West Indies,"Sir Vivian Richards Stadium, North Sound",India,field
489225,India,West Indies,251,255,West Indies,"Sabina Park, Kingston",West Indies,field
503363,Australia,Bangladesh,270,210,Australia,Shere Bangla National Stadium,Bangladesh,field
503364,Bangladesh,Australia,229,232,Australia,Shere Bangla National Stadium,Bangladesh,bat
503365,Australia,Bangladesh,361,295,Australia,Shere Bangla National Stadium,Australia,bat
504779,Netherlands,Scotland,180,162,Netherlands,Mannofield Park,Scotland,field
514025,Australia,South Africa,183,129,Australia,SuperSport Park,South Africa,field
514026,South Africa,Australia,303,223,South Africa,St George's Park,South Africa,bat
514027,South Africa,Australia,222,227,Australia,Kingsmead,South Africa,bat
514035,South Africa,Sri Lanka,301,43,South Africa,Boland Park,South Africa,bat
514036,Sri Lanka,South Africa,236,237,South Africa,Buffalo Park,South Africa,field
514037,Sri Lanka,South Africa,266,179,Sri Lanka,Chevrolet Park,Sri Lanka,bat
514038,South Africa,Sri Lanka,299,304,Sri Lanka,De Beers Diamond Oval,South Africa,bat
514039,South Africa,Sri Lanka,312,314,Sri Lanka,New Wanderers Stadium,Sri Lanka,field
516206,Sri Lanka,Australia,191,192,Australia,Pallekele International Cricket Stadium,Sri Lanka,bat
516207,Sri Lanka,Australia,208,211,Australia,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Sri Lanka,bat
516208,Sri Lanka,Australia,286,208,Sri Lanka,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Australia,field
516209,Sri Lanka,Australia,132,133,Australia,R Premadasa Stadium,Sri Lanka,bat
516210,Australia,Sri Lanka,211,213,Sri Lanka,R Premadasa Stadium,Sri Lanka,field
518956,Australia,India,216,151,Australia,Melbourne Cricket Ground,India,field
518957,Sri Lanka,India,233,234,India,Western Australia Cricket Association Ground,Sri Lanka,bat
518958,Australia,Sri Lanka,231,226,Australia,Western Australia Cricket Association Ground,Sri Lanka,field
518959,Australia,India,269,270,India,Adelaide Oval,Australia,bat
518960,Sri Lanka,India,236,236,India,Adelaide Oval,Sri Lanka,bat
518961,Australia,Sri Lanka,158,152,Australia,Sydney Cricket Ground,Australia,bat
518962,Australia,India,288,178,Australia,"Brisbane Cricket Ground, Woolloongabba",Australia,bat
518963,Sri Lanka,India,289,238,Sri Lanka,"Brisbane Cricket Ground, Woolloongabba",Sri Lanka,bat
518964,Australia,Sri Lanka,280,283,Sri Lanka,Bellerive Oval,Australia,bat
518965,Australia,India,252,165,Australia,Sydney Cricket Ground,Australia,bat
518966,Sri Lanka,India,320,321,India,Bellerive Oval,India,field
518967,Sri Lanka,Australia,238,229,Sri Lanka,Melbourne Cricket Ground,Sri Lanka,bat
518968,Australia,Sri Lanka,321,306,Australia,"Brisbane Cricket Ground, Woolloongabba",Australia,bat
518969,Australia,Sri Lanka,271,274,Sri Lanka,Adelaide Oval,Australia,bat
518970,Australia,Sri Lanka,231,215,Australia,Adelaide Oval,Sri Lanka,field
520592,New Zealand,Zimbabwe,248,158,New Zealand,University Oval,Zimbabwe,field
520593,New Zealand,Zimbabwe,372,231,New Zealand,Cobham Oval (New),Zimbabwe,field
520594,New Zealand,Zimbabwe,373,171,New Zealand,McLean Park,New Zealand,bat
520600,New Zealand,South Africa,253,254,South Africa,Westpac Stadium,New Zealand,bat
520601,New Zealand,South Africa,230,231,South Africa,McLean Park,South Africa,field
520602,New Zealand,South Africa,206,208,South Africa,Eden Park,South Africa,field
521218,India,England,300,174,India,"Rajiv Gandhi International Stadium, Uppal",India,bat
521219,England,India,237,238,India,Feroz Shah Kotla,England,bat
521220,England,India,298,300,India,"Punjab Cricket Association Stadium, Mohali",England,bat
521221,England,India,220,223,India,Wankhede Stadium,England,bat
521222,India,England,271,176,India,Eden Gardens,England,field
522246,Bangladesh,Zimbabwe,184,186,Zimbabwe,Harare Sports Club,Zimbabwe,field
522247,Bangladesh,Zimbabwe,188,191,Zimbabwe,Harare Sports Club,Zimbabwe,field
522248,Zimbabwe,Bangladesh,250,245,Zimbabwe,Harare Sports Club,Bangladesh,field
522249,Zimbabwe,Bangladesh,199,203,Bangladesh,Queens Sports Club,Bangladesh,field
522250,Bangladesh,Zimbabwe,253,160,Bangladesh,Queens Sports Club,Zimbabwe,field
523732,Pakistan,Zimbabwe,247,242,Pakistan,Queens Sports Club,Pakistan,bat
523733,Zimbabwe,Pakistan,225,228,Pakistan,Harare Sports Club,Zimbabwe,bat
523734,Pakistan,Zimbabwe,270,242,Pakistan,Harare Sports Club,Zimbabwe,field
523804,Ireland,Canada,328,195,Ireland,Clontarf Cricket Club Ground,Canada,field
523805,Ireland,Canada,249,193,Ireland,Clontarf Cricket Club Ground,Ireland,bat
527014,Zimbabwe,New Zealand,231,232,New Zealand,Harare Sports Club,Zimbabwe,bat
527015,Zimbabwe,New Zealand,259,261,New Zealand,Harare Sports Club,New Zealand,field
527016,New Zealand,Zimbabwe,328,329,Zimbabwe,Queens Sports Club,New Zealand,bat
530427,Sri Lanka,Pakistan,131,132,Pakistan,Dubai International Cricket Stadium,Sri Lanka,bat
530428,Sri Lanka,Pakistan,235,210,Sri Lanka,Dubai International Cricket Stadium,Sri Lanka,bat
530429,Pakistan,Sri Lanka,257,236,Pakistan,Dubai International Cricket Stadium,Pakistan,bat
530430,Pakistan,Sri Lanka,200,174,Pakistan,Sharjah Cricket Stadium,Pakistan,bat
