match_id,team_1,team_2,team_1_runs,team_2_runs,winner,venue,toss_winner,toss_decision
1311739,Pakistan,Netherlands,206,197,Pakistan,"Hazelaarweg, Rotterdam",Pakistan,bat
1312798,United States of America,Scotland,310,206,United States of America,"Choice Moosa Stadium, Pearland",United States of America,bat
1312799,Scotland,United States of America,300,189,Scotland,"Choice Moosa Stadium, Pearland",Scotland,bat
1312800,United Arab Emirates,Scotland,215,217,Scotland,"Moosa Cricket Stadium, Pearland",United Arab Emirates,bat
1312801,United Arab Emirates,United States of America,203,204,United States of America,"Moosa Cricket Stadium, Pearland",United Arab Emirates,bat
1312802,Scotland,United Arab Emirates,171,172,United Arab Emirates,"Moosa Cricket Stadium, Pearland",Scotland,bat
1312803,United States of America,United Arab Emirates,198,200,United Arab Emirates,"Moosa Cricket Stadium, Pearland",United Arab Emirates,field
1312804,United States of America,Oman,323,209,United States of America,"Moosa Cricket Stadium, Pearland",Oman,field
1312805,Oman,Nepal,211,198,Oman,"Moosa Cricket Stadium, Pearland",Oman,bat
1312806,Nepal,United States of America,274,274,United States of America,"Moosa Cricket Stadium, Pearland",Nepal,bat
1312807,Oman,United States of America,280,267,Oman,"Moosa Cricket Stadium, Pearland",Oman,bat
1312808,Oman,Nepal,163,167,Nepal,"Moosa Cricket Stadium, Pearland",Oman,bat
1312809,United States of America,Nepal,245,206,United States of America,"Moosa Cricket Stadium, Pearland",Nepal,field
1315038,West Indies,Pakistan,305,306,Pakistan,Multan Cricket Stadium,West Indies,bat
1315039,Pakistan,West Indies,275,155,Pakistan,Multan Cricket Stadium,Pakistan,bat
1315040,Pakistan,West Indies,269,216,Pakistan,Multan Cricket Stadium,Pakistan,bat
1317152,West Indies,Bangladesh,149,151,Bangladesh,"Providence Stadium, Guyana",Bangladesh,field
1317153,West Indies,Bangladesh,108,112,Bangladesh,"Providence Stadium, Guyana",Bangladesh,field
1317154,West Indies,Bangladesh,178,179,Bangladesh,"Providence Stadium, Guyana",Bangladesh,field
1317476,Zimbabwe,Australia,200,201,Australia,"Tony Ireland Stadium, Townsville",Australia,field
1317477,Zimbabwe,Australia,96,100,Australia,"Tony Ireland Stadium, Townsville",Australia,field
1317478,Australia,Zimbabwe,141,142,Zimbabwe,"Riverway Stadium, Townsville",Zimbabwe,field
1317479,New Zealand,Australia,232,233,Australia,"Cazaly's Stadium, Cairns",Australia,field
1317480,Australia,New Zealand,195,82,Australia,"Cazaly's Stadium, Cairns",New Zealand,field
1317481,Australia,New Zealand,267,242,Australia,"Cazaly's Stadium, Cairns",New Zealand,field
1317489,England,Australia,287,291,Australia,Adelaide Oval,Australia,field
1317490,Australia,England,280,208,Australia,Sydney Cricket Ground,Australia,bat
1317491,Australia,England,355,142,Australia,Melbourne Cricket Ground,England,field
1317900,India,West Indies,308,305,India,"Queen's Park Oval, Port of Spain, Trinidad",West Indies,field
1317901,West Indies,India,311,312,India,"Queen's Park Oval, Port of Spain, Trinidad",West Indies,bat
1317902,India,West Indies,225,137,India,"Queen's Park Oval, Port of Spain, Trinidad",India,bat
1317911,New Zealand,West Indies,190,193,West Indies,"Kensington Oval, Bridgetown, Barbados",West Indies,field
1317912,New Zealand,West Indies,212,161,New Zealand,"Kensington Oval, Bridgetown, Barbados",West Indies,field
1317913,West Indies,New Zealand,301,307,New Zealand,"Kensington Oval, Bridgetown, Barbados",New Zealand,field
1322031,Namibia,Nepal,220,180,Namibia,"Cambusdoon New Ground, Ayr",Namibia,bat
1322032,Scotland,Nepal,144,146,Nepal,"Titwood, Glasgow",Nepal,field
1322033,Namibia,Scotland,215,219,Scotland,"Titwood, Glasgow",Scotland,field
1322034,Namibia,Nepal,199,136,Namibia,"Cambusdoon New Ground, Ayr",Namibia,bat
1322035,Nepal,Scotland,128,130,Scotland,"Titwood, Glasgow",Scotland,field
1322036,Scotland,United Arab Emirates,262,198,Scotland,"Mannofield Park, Aberdeen",Scotland,bat
1322037,United Arab Emirates,United States of America,253,256,United States of America,"Mannofield Park, Aberdeen",United Arab Emirates,bat
1322038,United States of America,Scotland,295,301,Scotland,"Mannofield Park, Aberdeen",Scotland,field
1322039,Scotland,United Arab Emirates,254,168,Scotland,"Mannofield Park, Aberdeen",United Arab Emirates,field
1322041,Scotland,United States of America,249,250,United States of America,"Mannofield Park, Aberdeen",United States of America,field
1322278,India,New Zealand,306,309,New Zealand,"Eden Park, Auckland",New Zealand,field
1322280,India,New Zealand,219,104,India,"Hagley Oval, Christchurch",New Zealand,field
1322359,New Zealand,Sri Lanka,274,76,New Zealand,"Eden Park, Auckland",Sri Lanka,field
1322361,Sri Lanka,New Zealand,157,159,New Zealand,"Seddon Park, Hamilton",Sri Lanka,bat
1323292,Bangladesh,Zimbabwe,303,307,Zimbabwe,Harare Sports Club,Zimbabwe,field
1323293,Bangladesh,Zimbabwe,290,291,Zimbabwe,Harare Sports Club,Zimbabwe,field
1323294,Bangladesh,Zimbabwe,256,151,Bangladesh,Harare Sports Club,Zimbabwe,field
1325549,Zimbabwe,India,189,192,India,Harare Sports Club,India,field
1325550,Zimbabwe,India,161,167,India,Harare Sports Club,India,field
1325551,India,Zimbabwe,289,276,India,Harare Sports Club,India,bat
1327509,South Africa,India,249,240,South Africa,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",India,field
1327510,South Africa,India,278,282,India,"JSCA International Stadium Complex, Ranchi",South Africa,bat
1327511,South Africa,India,99,105,India,"Arun Jaitley Stadium, Delhi",India,field
1331365,United States of America,Papua New Guinea,205,205,Papua New Guinea,"Amini Park, Port Moresby",Papua New Guinea,field
1331366,Papua New Guinea,United States of America,211,185,Papua New Guinea,"Amini Park, Port Moresby",United States of America,field
1331367,Namibia,United States of America,176,97,Namibia,"Amini Park, Port Moresby",Namibia,bat
1331368,Namibia,United States of America,254,186,Namibia,"Amini Park, Port Moresby",United States of America,field
1331369,Namibia,Papua New Guinea,284,117,Namibia,"Amini Park, Port Moresby",Namibia,bat
1331370,Namibia,Papua New Guinea,214,153,Namibia,"Amini Park, Port Moresby",Namibia,bat
1336052,England,New Zealand,291,297,New Zealand,"Sophia Gardens, Cardiff",New Zealand,field
1336053,England,New Zealand,226,147,England,"The Rose Bowl, Southampton",New Zealand,field
1336054,England,New Zealand,368,187,England,"Kennington Oval, London",New Zealand,field
1336055,England,New Zealand,311,211,England,"Lord's, London",England,bat
1336129,England,Ireland,334,286,England,"Trent Bridge, Nottingham",Ireland,field
1339595,South Africa,England,298,271,South Africa,"Mangaung Oval, Bloemfontein",South Africa,bat
1339596,England,South Africa,342,347,South Africa,"Mangaung Oval, Bloemfontein",South Africa,field
1339597,England,South Africa,346,287,England,"Diamond Oval, Kimberley",South Africa,field
1339602,West Indies,South Africa,335,287,West Indies,"Buffalo Park, East London",West Indies,bat
1339603,West Indies,South Africa,260,264,South Africa,"Senwes Park, Potchefstroom",South Africa,field
1339607,Netherlands,South Africa,189,190,South Africa,"Willowmoore Park, Benoni",South Africa,field
1339608,South Africa,Netherlands,370,224,South Africa,"The Wanderers Stadium, Johannesburg",Netherlands,field
1339611,New Zealand,Pakistan,255,258,Pakistan,"National Stadium, Karachi",Pakistan,field
1339612,New Zealand,Pakistan,261,182,New Zealand,"National Stadium, Karachi",New Zealand,bat
1339613,Pakistan,New Zealand,280,281,New Zealand,"National Stadium, Karachi",Pakistan,bat
1339619,New Zealand,Pakistan,288,291,Pakistan,Rawalpindi Cricket Stadium,Pakistan,field
1339620,New Zealand,Pakistan,336,337,Pakistan,Rawalpindi Cricket Stadium,Pakistan,field
1339621,Pakistan,New Zealand,287,261,Pakistan,"National Stadium, Karachi",New Zealand,field
1339622,Pakistan,New Zealand,334,232,Pakistan,"National Stadium, Karachi",New Zealand,field
1339623,New Zealand,Pakistan,299,252,New Zealand,"National Stadium, Karachi",New Zealand,bat
1340845,India,Bangladesh,186,187,Bangladesh,"Shere Bangla National Stadium, Mirpur",Bangladesh,field
1340846,Bangladesh,India,271,266,Bangladesh,"Shere Bangla National Stadium, Mirpur",Bangladesh,bat
1340847,India,Bangladesh,409,182,India,"Zahur Ahmed Chowdhury Stadium, Chattogram",Bangladesh,field
1341969,Papua New Guinea,Namibia,107,108,Namibia,"Wanderers Cricket Ground, Windhoek",Namibia,field
1341970,United States of America,Namibia,244,173,United States of America,"Wanderers Cricket Ground, Windhoek",Namibia,field
1341971,Papua New Guinea,United States of America,149,152,United States of America,"Wanderers Cricket Ground, Windhoek",United States of America,field
1341972,Papua New Guinea,Namibia,236,241,Namibia,"Wanderers Cricket Ground, Windhoek",Papua New Guinea,bat
1341973,United States of America,Papua New Guinea,266,231,United States of America,"Wanderers Cricket Ground, Windhoek",United States of America,bat
1341974,United States of America,Namibia,211,212,Namibia,"Wanderers Cricket Ground, Windhoek",Namibia,field
1341975,Namibia,Scotland,211,213,Scotland,"United Cricket Club Ground, Windhoek",Scotland,field
1341976,Nepal,Namibia,197,4,Nepal,"United Cricket Club Ground, Windhoek",Namibia,field
1341977,Nepal,Scotland,137,143,Scotland,"United Cricket Club Ground, Windhoek",Scotland,field
1341978,Scotland,Namibia,208,210,Namibia,"United Cricket Club Ground, Windhoek",Namibia,field
1341979,Namibia,Nepal,275,189,Namibia,"United Cricket Club Ground, Windhoek",Nepal,field
1341980,Nepal,Scotland,119,121,Scotland,"United Cricket Club Ground, Windhoek",Nepal,bat
1343683,United Arab Emirates,Nepal,263,179,United Arab Emirates,"Tribhuvan University International Cricket Ground, Kirtipur",Nepal,field
1343684,United Arab Emirates,Nepal,191,193,Nepal,"Tribhuvan University International Cricket Ground, Kirtipur",United Arab Emirates,bat
1343685,United Arab Emirates,Nepal,176,180,Nepal,"Tribhuvan University International Cricket Ground, Kirtipur",Nepal,field
1348326,Ireland,Zimbabwe,288,214,Ireland,Harare Sports Club,Zimbabwe,field
1348327,Ireland,Zimbabwe,294,248,Ireland,Harare Sports Club,Zimbabwe,field
1348643,India,Sri Lanka,373,306,India,"Barsapara Cricket Stadium, Guwahati",Sri Lanka,field
1348644,Sri Lanka,India,215,219,India,"Eden Gardens, Kolkata",Sri Lanka,bat
1348645,India,Sri Lanka,390,73,India,"Greenfield International Stadium, Thiruvananthapuram",India,bat
1348646,India,New Zealand,349,337,India,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",India,bat
1348647,New Zealand,India,108,111,India,"Shaheed Veer Narayan Singh International Stadium, Raipur",India,field
1348648,India,New Zealand,385,295,India,"Holkar Cricket Stadium, Indore",New Zealand,field
1348656,Australia,India,188,191,India,"Wankhede Stadium, Mumbai",India,field
1348657,India,Australia,117,121,Australia,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Australia,field
1348658,Australia,India,269,248,Australia,"MA Chidambaram Stadium, Chepauk, Chennai",Australia,bat
1351397,Bangladesh,England,209,212,England,"Shere Bangla National Stadium, Mirpur",Bangladesh,bat
1351398,England,Bangladesh,326,194,England,"Shere Bangla National Stadium, Mirpur",Bangladesh,field
1351399,Bangladesh,England,246,196,Bangladesh,"Zahur Ahmed Chowdhury Stadium, Chattogram",Bangladesh,bat
1355717,Bangladesh,Ireland,338,155,Bangladesh,Sylhet International Cricket Stadium,Ireland,field
1355719,Ireland,Bangladesh,101,102,Bangladesh,Sylhet International Cricket Stadium,Ireland,bat
1358073,Namibia,Nepal,285,287,Nepal,"Tribhuvan University International Cricket Ground, Kirtipur",Nepal,field
1358074,Namibia,Scotland,153,157,Scotland,"Tribhuvan University International Cricket Ground, Kirtipur",Scotland,field
1358075,Scotland,Nepal,274,275,Nepal,"Tribhuvan University International Cricket Ground, Kirtipur",Nepal,field
1358076,Namibia,Nepal,274,278,Nepal,"Tribhuvan University International Cricket Ground, Kirtipur",Nepal,field
1358077,Scotland,Namibia,221,178,Scotland,"Tribhuvan University International Cricket Ground, Kirtipur",Namibia,field
1358078,Scotland,Nepal,212,213,Nepal,"Tribhuvan University International Cricket Ground, Kirtipur",Nepal,field
1358079,Namibia,United Arab Emirates,91,95,United Arab Emirates,Dubai International Cricket Stadium,United Arab Emirates,field
1358080,United Arab Emirates,Namibia,166,167,Namibia,Dubai International Cricket Stadium,Namibia,field
1358082,Papua New Guinea,United Arab Emirates,262,131,Papua New Guinea,Dubai International Cricket Stadium,United Arab Emirates,field
1358083,United Arab Emirates,Nepal,207,139,United Arab Emirates,Dubai International Cricket Stadium,Nepal,field
1358084,Papua New Guinea,Nepal,179,182,Nepal,Dubai International Cricket Stadium,Papua New Guinea,bat
1358085,United Arab Emirates,Papua New Guinea,97,98,Papua New Guinea,Dubai International Cricket Stadium,Papua New Guinea,field
1358086,Nepal,United Arab Emirates,229,187,Nepal,Dubai International Cricket Stadium,Nepal,bat
1358087,Nepal,Papua New Guinea,297,245,Nepal,"Tribhuvan University International Cricket Ground, Kirtipur",Papua New Guinea,field
1358088,Papua New Guinea,United Arab Emirates,246,190,Papua New Guinea,"Tribhuvan University International Cricket Ground, Kirtipur",United Arab Emirates,field
1358089,Nepal,United Arab Emirates,248,71,Nepal,"Tribhuvan University International Cricket Ground, Kirtipur",Nepal,bat
1358090,Papua New Guinea,Nepal,95,100,Nepal,"Tribhuvan University International Cricket Ground, Kirtipur",Nepal,field
1358091,Papua New Guinea,United Arab Emirates,234,236,United Arab Emirates,"Tribhuvan University International Cricket Ground, Kirtipur",Papua New Guinea,bat
1358092,United Arab Emirates,Nepal,310,269,United Arab Emirates,"Tribhuvan University International Cricket Ground, Kirtipur",United Arab Emirates,bat
1362379,Zimbabwe,Netherlands,249,255,Netherlands,Harare Sports Club,Netherlands,field
1362380,Zimbabwe,Netherlands,271,270,Zimbabwe,Harare Sports Club,Zimbabwe,bat
1362381,Netherlands,Zimbabwe,231,235,Zimbabwe,Harare Sports Club,Netherlands,bat
1364124,Bangladesh,Ireland,246,65,Bangladesh,"County Ground, Chelmsford",Ireland,field
1364125,Ireland,Bangladesh,319,320,Bangladesh,"County Ground, Chelmsford",Bangladesh,field
1365092,United States of America,Namibia,231,151,United States of America,"Wanderers Cricket Ground, Windhoek",Namibia,field
1365093,United Arab Emirates,Papua New Guinea,260,239,United Arab Emirates,"Wanderers Cricket Ground, Windhoek",Papua New Guinea,field
1365095,Canada,United States of America,198,172,Canada,"Wanderers Cricket Ground, Windhoek",United States of America,field
1365097,Jersey,Namibia,213,216,Namibia,"Wanderers Cricket Ground, Windhoek",Jersey,bat
1365098,United Arab Emirates,United States of America,279,281,United States of America,"United Cricket Club Ground, Windhoek",United Arab Emirates,bat
1365099,Canada,United Arab Emirates,254,255,United Arab Emirates,"Wanderers Cricket Ground, Windhoek",Canada,bat
1365100,Jersey,Papua New Guinea,291,280,Jersey,"United Cricket Club Ground, Windhoek",Jersey,bat
1365101,United States of America,Papua New Guinea,235,118,United States of America,"Wanderers Cricket Ground, Windhoek",United States of America,bat
1365102,United Arab Emirates,Namibia,267,239,United Arab Emirates,"United Cricket Club Ground, Windhoek",Namibia,field
1365103,Namibia,Canada,267,156,Namibia,"Wanderers Cricket Ground, Windhoek",Namibia,bat
1365104,United States of America,Jersey,231,206,United States of America,"United Cricket Club Ground, Windhoek",Jersey,field
1365105,United Arab Emirates,Jersey,284,218,United Arab Emirates,"Wanderers Cricket Ground, Windhoek",United Arab Emirates,bat
1365106,Canada,Papua New Guinea,218,128,Canada,"United Cricket Club Ground, Windhoek",Canada,bat
1365552,Bangladesh,Ireland,274,269,Bangladesh,"County Ground, Chelmsford",Ireland,field
1367985,Nepal,Oman,310,226,Nepal,"Tribhuvan University International Cricket Ground, Kirtipur",Oman,field
1368000,United Arab Emirates,Oman,236,190,United Arab Emirates,Mulpani Cricket Ground,Oman,field
1368002,United Arab Emirates,Nepal,117,118,Nepal,"Tribhuvan University International Cricket Ground, Kirtipur",Nepal,field
1373571,South Africa,Australia,222,225,Australia,"Mangaung Oval, Bloemfontein",Australia,field
1373572,Australia,South Africa,392,269,Australia,"Mangaung Oval, Bloemfontein",South Africa,field
1373573,South Africa,Australia,338,227,South Africa,"Sedgars Park, Potchefstroom",Australia,field
1373574,South Africa,Australia,416,252,South Africa,"SuperSport Park, Centurion",Australia,field
1373575,South Africa,Australia,315,193,South Africa,"The Wanderers Stadium, Johannesburg",Australia,field
1373576,England,West Indies,325,326,West Indies,"Sir Vivian Richards Stadium, North Sound, Antigua",England,bat
1373577,West Indies,England,202,206,England,"Sir Vivian Richards Stadium, North Sound, Antigua",England,field
1373578,England,West Indies,206,191,England,"Kensington Oval, Bridgetown, Barbados",West Indies,field
1375847,West Indies,Australia,231,232,Australia,Melbourne Cricket Ground,Australia,field
1375848,Australia,West Indies,258,175,Australia,Sydney Cricket Ground,West Indies,field
1375849,West Indies,Australia,86,87,Australia,"Manuka Oval, Canberra",Australia,field
1377005,United Arab Emirates,West Indies,202,206,West Indies,Sharjah Cricket Stadium,United Arab Emirates,bat
1377006,West Indies,United Arab Emirates,306,228,West Indies,Sharjah Cricket Stadium,West Indies,bat
1377007,United Arab Emirates,West Indies,184,185,West Indies,Sharjah Cricket Stadium,United Arab Emirates,bat
1377746,Nepal,Zimbabwe,290,291,Zimbabwe,Harare Sports Club,Zimbabwe,field
1377747,West Indies,United States of America,297,258,West Indies,"Takashinga Sports Club, Highfield, Harare",United States of America,field
1377748,Sri Lanka,United Arab Emirates,355,180,Sri Lanka,"Queens Sports Club, Bulawayo",United Arab Emirates,field
1377749,Ireland,Oman,281,285,Oman,Bulawayo Athletic Club,Oman,field
1377750,Netherlands,Zimbabwe,315,319,Zimbabwe,Harare Sports Club,Zimbabwe,field
1377751,United States of America,Nepal,207,211,Nepal,"Takashinga Sports Club, Highfield, Harare",Nepal,field
1377752,Ireland,Scotland,286,289,Scotland,"Queens Sports Club, Bulawayo",Scotland,field
1377753,United Arab Emirates,Oman,227,228,Oman,Bulawayo Athletic Club,Oman,field
1377754,West Indies,Nepal,339,238,West Indies,Harare Sports Club,Nepal,field
1377755,United States of America,Netherlands,211,214,Netherlands,"Takashinga Sports Club, Highfield, Harare",Netherlands,field
1377756,Oman,Sri Lanka,98,100,Sri Lanka,"Queens Sports Club, Bulawayo",Sri Lanka,field
1377757,Scotland,United Arab Emirates,282,171,Scotland,Bulawayo Athletic Club,United Arab Emirates,field
1377758,Zimbabwe,West Indies,268,233,Zimbabwe,Harare Sports Club,West Indies,field
1377759,Nepal,Netherlands,167,168,Netherlands,"Takashinga Sports Club, Highfield, Harare",Netherlands,field
1377760,Sri Lanka,Ireland,325,192,Sri Lanka,"Queens Sports Club, Bulawayo",Ireland,field
1377761,Scotland,Oman,320,244,Scotland,Bulawayo Athletic Club,Oman,field
1377762,Zimbabwe,United States of America,408,104,Zimbabwe,Harare Sports Club,United States of America,field
1377763,West Indies,Netherlands,374,374,Netherlands,"Takashinga Sports Club, Highfield, Harare",Netherlands,field
1377764,Sri Lanka,Scotland,245,163,Sri Lanka,"Queens Sports Club, Bulawayo",Scotland,field
1377765,Ireland,United Arab Emirates,349,211,Ireland,Bulawayo Athletic Club,United Arab Emirates,field
1377766,Zimbabwe,Oman,332,318,Zimbabwe,"Queens Sports Club, Bulawayo",Oman,field
1377767,Sri Lanka,Netherlands,213,192,Sri Lanka,"Queens Sports Club, Bulawayo",Sri Lanka,bat
1377768,United States of America,Ireland,196,197,Ireland,"Takashinga Sports Club, Highfield, Harare",Ireland,field
1377769,West Indies,Scotland,181,185,Scotland,Harare Sports Club,Scotland,field
1377770,Zimbabwe,Sri Lanka,165,169,Sri Lanka,"Queens Sports Club, Bulawayo",Sri Lanka,field
1377771,United Arab Emirates,Nepal,181,185,Nepal,"Takashinga Sports Club, Highfield, Harare",Nepal,field
1377772,Netherlands,Oman,362,246,Netherlands,Harare Sports Club,Oman,field
1377773,Scotland,Zimbabwe,234,203,Scotland,"Queens Sports Club, Bulawayo",Zimbabwe,field
1377774,Nepal,Ireland,268,269,Ireland,"Takashinga Sports Club, Highfield, Harare",Ireland,field
1377775,Oman,West Indies,221,222,West Indies,Harare Sports Club,West Indies,field
1377776,Scotland,Netherlands,277,278,Netherlands,"Queens Sports Club, Bulawayo",Netherlands,field
1377777,United Arab Emirates,United States of America,308,307,United Arab Emirates,"Takashinga Sports Club, Highfield, Harare",United Arab Emirates,bat
1377778,West Indies,Sri Lanka,243,244,Sri Lanka,Harare Sports Club,Sri Lanka,field
1377779,Sri Lanka,Netherlands,233,105,Sri Lanka,Harare Sports Club,Netherlands,field
1381214,West Indies,India,114,118,India,"Kensington Oval, Bridgetown, Barbados",India,field
1381215,India,West Indies,181,182,West Indies,"Kensington Oval, Bridgetown, Barbados",West Indies,field
1381216,India,West Indies,351,151,India,"Brian Lara Stadium, Tarouba, Trinidad",West Indies,field
1384392,England,New Zealand,282,283,New Zealand,"Narendra Modi Stadium, Ahmedabad",New Zealand,field
1384393,Pakistan,Netherlands,286,205,Pakistan,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Netherlands,field
1384395,South Africa,Sri Lanka,428,326,South Africa,"Arun Jaitley Stadium, Delhi",Sri Lanka,field
1384396,Australia,India,199,201,India,"MA Chidambaram Stadium, Chepauk, Chennai",Australia,bat
1384397,New Zealand,Netherlands,322,223,New Zealand,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Netherlands,field
1384398,England,Bangladesh,364,227,England,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Bangladesh,field
1384399,Sri Lanka,Pakistan,344,345,Pakistan,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sri Lanka,bat
1384401,South Africa,Australia,311,177,South Africa,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Australia,field
1384402,Bangladesh,New Zealand,245,248,New Zealand,"MA Chidambaram Stadium, Chepauk, Chennai",New Zealand,field
1384403,Pakistan,India,191,192,India,"Narendra Modi Stadium, Ahmedabad",India,field
1384405,Sri Lanka,Australia,209,215,Australia,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sri Lanka,bat
1384406,Netherlands,South Africa,245,207,Netherlands,"Himachal Pradesh Cricket Association Stadium, Dharamsala",South Africa,field
1384408,Bangladesh,India,256,261,India,"Maharashtra Cricket Association Stadium, Pune",Bangladesh,bat
1384409,Australia,Pakistan,367,305,Australia,"M Chinnaswamy Stadium, Bengaluru",Pakistan,field
1384410,Netherlands,Sri Lanka,262,263,Sri Lanka,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Netherlands,bat
1384411,South Africa,England,399,170,South Africa,"Wankhede Stadium, Mumbai",England,field
1384412,New Zealand,India,273,274,India,"Himachal Pradesh Cricket Association Stadium, Dharamsala",India,field
1384414,South Africa,Bangladesh,382,233,South Africa,"Wankhede Stadium, Mumbai",South Africa,bat
1384415,Australia,Netherlands,399,90,Australia,"Arun Jaitley Stadium, Delhi",Australia,bat
1384416,England,Sri Lanka,156,160,Sri Lanka,"M Chinnaswamy Stadium, Bengaluru",England,bat
1384417,Pakistan,South Africa,270,271,South Africa,"MA Chidambaram Stadium, Chepauk, Chennai",Pakistan,bat
1384418,Australia,New Zealand,388,383,Australia,"Himachal Pradesh Cricket Association Stadium, Dharamsala",New Zealand,field
1384419,Netherlands,Bangladesh,229,142,Netherlands,"Eden Gardens, Kolkata",Netherlands,bat
1384420,India,England,229,129,India,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",England,field
1384422,Bangladesh,Pakistan,204,205,Pakistan,"Eden Gardens, Kolkata",Bangladesh,bat
1384423,South Africa,New Zealand,357,167,South Africa,"Maharashtra Cricket Association Stadium, Pune",New Zealand,field
1384424,India,Sri Lanka,357,55,India,"Wankhede Stadium, Mumbai",Sri Lanka,field
1384426,New Zealand,Pakistan,401,200,New Zealand,"M Chinnaswamy Stadium, Bengaluru",Pakistan,field
1384427,Australia,England,286,253,Australia,"Narendra Modi Stadium, Ahmedabad",England,field
1384428,India,South Africa,326,83,India,"Eden Gardens, Kolkata",India,bat
1384429,Sri Lanka,Bangladesh,279,282,Bangladesh,"Arun Jaitley Stadium, Delhi",Bangladesh,field
1384431,England,Netherlands,339,179,England,"Maharashtra Cricket Association Stadium, Pune",England,bat
1384432,Sri Lanka,New Zealand,171,172,New Zealand,"M Chinnaswamy Stadium, Bengaluru",New Zealand,field
1384434,Bangladesh,Australia,306,307,Australia,"Maharashtra Cricket Association Stadium, Pune",Australia,field
1384435,England,Pakistan,337,244,England,"Eden Gardens, Kolkata",England,bat
1384436,India,Netherlands,410,250,India,"M Chinnaswamy Stadium, Bengaluru",India,bat
1384437,India,New Zealand,397,327,India,"Wankhede Stadium, Mumbai",India,bat
1384438,South Africa,Australia,212,215,Australia,"Eden Gardens, Kolkata",South Africa,bat
1384439,India,Australia,240,241,Australia,"Narendra Modi Stadium, Ahmedabad",Australia,field
1385700,England,Australia,315,317,Australia,"Trent Bridge, Nottingham",England,bat
1385701,Australia,England,270,202,Australia,"Headingley, Leeds",England,field
1385702,Australia,England,304,254,Australia,"Riverside Ground, Chester-le-Street",England,field
1385703,England,Australia,312,126,England,"Lord's, London",Australia,field
1385704,England,Australia,309,165,England,"County Ground, Bristol",Australia,field
1387600,South Africa,India,116,117,India,"The Wanderers Stadium, Johannesburg",South Africa,bat
1387601,India,South Africa,211,215,South Africa,"St George's Park, Gqeberha",South Africa,field
1387602,India,South Africa,296,218,India,"Boland Park, Paarl",South Africa,field
1388211,Bangladesh,New Zealand,291,296,New Zealand,"Saxton Oval, Nelson",New Zealand,field
1388212,New Zealand,Bangladesh,98,99,Bangladesh,"McLean Park, Napier",Bangladesh,field
1388392,Pakistan,Nepal,342,104,Pakistan,Multan Cricket Stadium,Pakistan,bat
1388393,Bangladesh,Sri Lanka,164,165,Sri Lanka,Pallekele International Cricket Stadium,Bangladesh,bat
1388398,Nepal,India,230,147,Nepal,Pallekele International Cricket Stadium,India,field
1388401,Bangladesh,Pakistan,193,194,Pakistan,"Gaddafi Stadium, Lahore",Bangladesh,bat
1388403,Sri Lanka,Bangladesh,257,236,Sri Lanka,"R Premadasa Stadium, Colombo",Bangladesh,field
1388406,India,Pakistan,356,128,India,"R Premadasa Stadium, Colombo",Pakistan,field
1388407,India,Sri Lanka,213,172,India,"R Premadasa Stadium, Colombo",India,bat
1388410,Pakistan,Sri Lanka,252,252,Sri Lanka,"R Premadasa Stadium, Colombo",Pakistan,bat
1388412,Bangladesh,India,265,259,Bangladesh,"R Premadasa Stadium, Colombo",India,field
1388414,Sri Lanka,India,50,51,India,"R Premadasa Stadium, Colombo",Sri Lanka,bat
1389388,Australia,India,276,281,India,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,field
1389389,India,Australia,399,217,India,"Holkar Cricket Stadium, Indore",Australia,field
1389390,Australia,India,352,286,Australia,"Saurashtra Cricket Association Stadium, Rajkot",Australia,bat
1395701,New Zealand,Bangladesh,254,168,New Zealand,"Shere Bangla National Stadium, Mirpur",New Zealand,bat
1395702,Bangladesh,New Zealand,171,175,New Zealand,"Shere Bangla National Stadium, Mirpur",Bangladesh,bat
1408102,New Zealand,Bangladesh,239,200,New Zealand,"University Oval, Dunedin",Bangladesh,field
1408107,Zimbabwe,Ireland,166,170,Ireland,Harare Sports Club,Zimbabwe,bat
1408108,Zimbabwe,Ireland,197,204,Ireland,Harare Sports Club,Ireland,field
1412539,Sri Lanka,Zimbabwe,273,12,Sri Lanka,"R Premadasa Stadium, Colombo",Sri Lanka,bat
1412540,Zimbabwe,Sri Lanka,208,211,Sri Lanka,"R Premadasa Stadium, Colombo",Zimbabwe,bat
1412541,Zimbabwe,Sri Lanka,96,97,Sri Lanka,"R Premadasa Stadium, Colombo",Zimbabwe,bat
